stage	node	container_short_id	container_hostname	name	classification	image	image_id	memory_limit_bytes	running	oom_killed	state
after-terminal-drain	host_131215316a	1b073969dcea	1b073969dcea	wsk00_61_prewarm_asyncs1	idle_stem	host_9a77e341a3:5000/acsc/openwhisk-runtime:e3-hw-20260614	sha256:889ea4034ff972520f3d6b8a50616f2af87f16633b90d0959cf359e5038e437a	268435456	true	false	running
after-terminal-drain	host_131215316a	0951f7b706f4	0951f7b706f4	wsk00_60_prewarm_asyncs1	idle_stem	host_9a77e341a3:5000/acsc/openwhisk-runtime:e3-hw-20260614	sha256:889ea4034ff972520f3d6b8a50616f2af87f16633b90d0959cf359e5038e437a	268435456	true	false	running
after-terminal-drain	host_131215316a	370ee307b9d2	370ee307b9d2	wsk00_59_prewarm_asyncs1	idle_stem	host_9a77e341a3:5000/acsc/openwhisk-runtime:e3-hw-20260614	sha256:889ea4034ff972520f3d6b8a50616f2af87f16633b90d0959cf359e5038e437a	268435456	true	false	running
after-terminal-drain	host_131215316a	55f47c1c312d	55f47c1c312d	wsk00_58_prewarm_asyncs1	idle_stem	host_9a77e341a3:5000/acsc/openwhisk-runtime:e3-hw-20260614	sha256:889ea4034ff972520f3d6b8a50616f2af87f16633b90d0959cf359e5038e437a	268435456	true	false	running
after-terminal-drain	host_131215316a	d529e41bf7ac	d529e41bf7ac	wsk00_57_prewarm_asyncs1	idle_stem	host_9a77e341a3:5000/acsc/openwhisk-runtime:e3-hw-20260614	sha256:889ea4034ff972520f3d6b8a50616f2af87f16633b90d0959cf359e5038e437a	268435456	true	false	running
after-terminal-drain	host_131215316a	c82b2879f76c	c82b2879f76c	wsk00_56_prewarm_asyncs1	idle_stem	host_9a77e341a3:5000/acsc/openwhisk-runtime:e3-hw-20260614	sha256:889ea4034ff972520f3d6b8a50616f2af87f16633b90d0959cf359e5038e437a	268435456	true	false	running
after-terminal-drain	host_131215316a	726c7bc95a9d	726c7bc95a9d	wsk00_55_prewarm_asyncs1	idle_stem	host_9a77e341a3:5000/acsc/openwhisk-runtime:e3-hw-20260614	sha256:889ea4034ff972520f3d6b8a50616f2af87f16633b90d0959cf359e5038e437a	268435456	true	false	running
after-terminal-drain	host_131215316a	041e4cc4e974	041e4cc4e974	wsk00_54_prewarm_asyncs1	idle_stem	host_9a77e341a3:5000/acsc/openwhisk-runtime:e3-hw-20260614	sha256:889ea4034ff972520f3d6b8a50616f2af87f16633b90d0959cf359e5038e437a	268435456	true	false	running
after-terminal-drain	host_131215316a	ca057372c7eb	ca057372c7eb	wsk00_53_prewarm_asyncs1	action_bound	host_9a77e341a3:5000/acsc/openwhisk-runtime:e3-hw-20260614	sha256:889ea4034ff972520f3d6b8a50616f2af87f16633b90d0959cf359e5038e437a	268435456	true	false	paused
after-terminal-drain	host_131215316a	3d8f472e196d	3d8f472e196d	wsk00_52_prewarm_asyncs1	action_bound	host_9a77e341a3:5000/acsc/openwhisk-runtime:e3-hw-20260614	sha256:889ea4034ff972520f3d6b8a50616f2af87f16633b90d0959cf359e5038e437a	268435456	true	false	paused
