schema_version	profile	phase	sample_organization	warm_selection	submitted_count	terminal_success_count	full_output_verified_count	activation_get_result_match_count	store_ack_count	shared_event_complete_count	profile_timing_complete_count	openwhisk_event_complete_count	quality_complete_count	warm_eligible_count	warm_ineligible_count	analysis_selected_count	size_count	requests_per_size	ordinal_sequence_ok	schedule_identity_ok	quality_gate_status	quality_gate_reasons	artifact_classification	acceptance_status
e3-v2-asyncs-round-summary-v1	asyncs	measured	single-profile-seven-size-cyclic-interleave	all-valid-warm	700	700	700	700	700	700	700	700	700	699	1	699	7	100	true	true	pass		complete_valid_candidate	not_reviewed
