experiment_id	window_size	profile	phase	size_bytes	ordinal	logical_request_id	attempt_id	activation_id	client_start_unix_ns	client_end_unix_ns	http_status	http_request_bytes	http_response_bytes	terminal_status	terminal_success	blocking_result_sha256	activation_get_first_success_unix_ns	activation_get_response_bytes	activation_get_result_sha256	activation_get_result_match
C3	1	native	measured	1024	15	15	1	16f1325756b2417eb1325756b2d17e96	1784920707345955313	1784920707389269961	200	1773	2139	success	true	f77c3c114de80d600f070e45ab4427ac39c6a92dc35bcc49ba17eb1697c6c339	1784920707400838036	2139	f77c3c114de80d600f070e45ab4427ac39c6a92dc35bcc49ba17eb1697c6c339	true
C3	1	native	measured	4096	16	16	1	bc2df24319974ecbadf2431997becbd5	1784920707404773114	1784920707442307280	200	4845	5211	success	true	3b7309131c1f37e14f284841d2eb4715efe2b6eea1d26e237e044bff0e01bd31	1784920707457786963	5211	3b7309131c1f37e14f284841d2eb4715efe2b6eea1d26e237e044bff0e01bd31	true
C3	1	native	measured	16384	17	17	1	4a5532cf4b5b4d229532cf4b5b7d2284	1784920707460222776	1784920707497152005	200	17134	17502	success	true	d0306388e5daa672d3dbdf98a795357a0e39099c0ae903f7f6783ce47d781b22	1784920707507577582	17502	d0306388e5daa672d3dbdf98a795357a0e39099c0ae903f7f6783ce47d781b22	true
C3	1	native	measured	65536	18	18	1	13bfb5776a314550bfb5776a3125504c	1784920707510484961	1784920707549076863	200	66286	66655	success	true	891921d6ba49e43abd916858fdc00a3448a5af69adadd6051d515311d175a90e	1784920707561981342	66655	891921d6ba49e43abd916858fdc00a3448a5af69adadd6051d515311d175a90e	true
C3	1	native	measured	262144	19	19	1	723a55d0ec3e4229ba55d0ec3e22294d	1784920707566974722	1784920707645246246	200	262895	263267	success	true	fde99a9784d1835d40b6497125140de4cb30bed5c7ae096c4c668b69ab46215b	1784920707665125065	263267	fde99a9784d1835d40b6497125140de4cb30bed5c7ae096c4c668b69ab46215b	true
C3	1	native	measured	1048576	20	20	1	b29b0a57cb4a4ccb9b0a57cb4adccbf2	1784920707680287900	1784920707916148334	200	1049328	1049703	success	true	24b426528f9ce73b376b8c5cece78dcceb8e4e39d918f4f1a4f5eb65e5e65c82	1784920707984686306	1049703	24b426528f9ce73b376b8c5cece78dcceb8e4e39d918f4f1a4f5eb65e5e65c82	true
C3	1	native	measured	4194304	21	21	1	781da739b2924b759da739b292db75a5	1784920708056492506	1784920708564708200	200	4195056	4195432	success	true	bc3c2f9bb77c842f413a4c644cb2863646d0eb87209f262067a29ddadd5c2acd	1784920708725210354	4195432	bc3c2f9bb77c842f413a4c644cb2863646d0eb87209f262067a29ddadd5c2acd	true
C3	1	native	measured	1024	22	22	1	2e26ee0efe084f43a6ee0efe08cf4331	1784920708786416016	1784920708818976135	200	1773	2139	success	true	aad2c6d5f25cfed41c410bee3822dcdba8e0a91fc8d57c9d847b12f2ff2a5642	1784920708831614107	2139	aad2c6d5f25cfed41c410bee3822dcdba8e0a91fc8d57c9d847b12f2ff2a5642	true
C3	1	native	measured	4096	23	23	1	69afcec21ef04abfafcec21ef03abf0c	1784920708837053794	1784920708861610302	200	4845	5210	success	true	2f8392d73a471bf845e041c07e67e6932a7b391f37693860fb48aa3bef7386b5	1784920708871998097	5210	2f8392d73a471bf845e041c07e67e6932a7b391f37693860fb48aa3bef7386b5	true
C3	1	native	measured	16384	24	24	1	8039dcf5bec34a86b9dcf5bec35a8641	1784920708874786369	1784920708906536825	200	17134	17502	success	true	85734f8e54257fa3f62c6e4d9b51a09cb2b2542e269308a4c5f3e0ab57940032	1784920708917444825	17502	85734f8e54257fa3f62c6e4d9b51a09cb2b2542e269308a4c5f3e0ab57940032	true
C3	1	native	measured	65536	25	25	1	3afe67545ffa4d4fbe67545ffa3d4f06	1784920708921221437	1784920708952379411	200	66286	66654	success	true	58b715cc7fd0aa4cb558156397000bc6f4afd95d1632b3fb5312dec93c5f4b2d	1784920708981258459	66654	58b715cc7fd0aa4cb558156397000bc6f4afd95d1632b3fb5312dec93c5f4b2d	true
C3	1	native	measured	262144	26	26	1	871541b8459e4a6b9541b8459e6a6b0c	1784920708985926721	1784920709049857911	200	262895	263266	success	true	5352bb34188e1884fc66787f2382c170cf34838af21264c91ca01d1e251621f5	1784920709077894826	263266	5352bb34188e1884fc66787f2382c170cf34838af21264c91ca01d1e251621f5	true
C3	1	native	measured	1048576	27	27	1	fa1ef5bbcd1b45d39ef5bbcd1b25d372	1784920709094740523	1784920709224623355	200	1049328	1049702	success	true	9dbe0c5a70fea97579c055bc59895d215ab2a579ca91febd54177b9baa0c2575	1784920709273139754	1049702	9dbe0c5a70fea97579c055bc59895d215ab2a579ca91febd54177b9baa0c2575	true
C3	1	native	measured	4194304	28	28	1	885ff91f2e74448d9ff91f2e74c48d8a	1784920709321847913	1784920709915052327	200	4195056	4195432	success	true	17fb422293c31f261064b0199139d6abba907831f440e7c6e23463bff7902bc4	1784920710138716021	4195432	17fb422293c31f261064b0199139d6abba907831f440e7c6e23463bff7902bc4	true
C3	1	native	measured	1024	29	29	1	c4e1c61b6fec4d96a1c61b6fec1d9672	1784920710205017273	1784920710246306317	200	1773	2140	success	true	869c07575cf02f95cb821f7ee56e211072c1e4477f87d428572c0b57e460cdb9	1784920710257934869	2140	869c07575cf02f95cb821f7ee56e211072c1e4477f87d428572c0b57e460cdb9	true
C3	1	native	measured	4096	30	30	1	330c297f57c948da8c297f57c968da09	1784920710263545297	1784920710291509134	200	4845	5211	success	true	fe1d78d6d861c62bbe3ba9e8fd0f3891c53613a31381626a0f13e8f2be0ed095	1784920710299377681	5211	fe1d78d6d861c62bbe3ba9e8fd0f3891c53613a31381626a0f13e8f2be0ed095	true
C3	1	native	measured	16384	31	31	1	b9e86df5cb0a404ba86df5cb0a604bd3	1784920710301918888	1784920710326979890	200	17134	17501	success	true	643538d771fad511921a4b7af8873403dafb438ab52c6967270fa53e7c66c9f6	1784920710336303918	17501	643538d771fad511921a4b7af8873403dafb438ab52c6967270fa53e7c66c9f6	true
C3	1	native	measured	65536	32	32	1	120958d3471b477f8958d3471bd77fb1	1784920710339483986	1784920710378029272	200	66286	66654	success	true	e579d04e391bdeffe748136012a43e1dbef701327c2e5e82fcf5b478224408aa	1784920710394489649	66654	e579d04e391bdeffe748136012a43e1dbef701327c2e5e82fcf5b478224408aa	true
C3	1	native	measured	262144	33	33	1	8e39b65be7e340eab9b65be7e3b0ea7f	1784920710401270983	1784920710472236566	200	262895	263267	success	true	6243658e84c9078bc5dd8e5629616e576088c559bfcc6bcdf4c8c6236ce5b712	1784920710491434650	263267	6243658e84c9078bc5dd8e5629616e576088c559bfcc6bcdf4c8c6236ce5b712	true
C3	1	native	measured	1048576	34	34	1	a27ce5101d6c4f82bce5101d6cff82a8	1784920710507605835	1784920710690249212	200	1049328	1049702	success	true	2b5b82400dae8ef3bc159f89d7551fe8d40862094957a09c9ad817258b318556	1784920710740349268	1049702	2b5b82400dae8ef3bc159f89d7551fe8d40862094957a09c9ad817258b318556	true
C3	1	native	measured	4194304	35	35	1	f8e0f8ac86dc4c70a0f8ac86dcfc7000	1784920710810122256	1784920711327407446	200	4195056	4195432	success	true	abe0f25302d175501096edb328611901cfb6a8392c7812e5e1de8a1b6ba4879d	1784920711469318104	4195432	abe0f25302d175501096edb328611901cfb6a8392c7812e5e1de8a1b6ba4879d	true
C3	1	native	measured	1024	36	36	1	c8f673a1354944c7b673a13549b4c76f	1784920711540152157	1784920711572173226	200	1773	2139	success	true	08b24430e83e8bf65847b6882a9c6a6d6abe8976c5552b8555e8ca36ab3e51e7	1784920711587577524	2139	08b24430e83e8bf65847b6882a9c6a6d6abe8976c5552b8555e8ca36ab3e51e7	true
C3	1	native	measured	4096	37	37	1	dcbe8dd3ae244fa4be8dd3ae24ffa4ce	1784920711592906162	1784920711623681163	200	4845	5211	success	true	8fa63926b0d1cf313cbc6cbaf1646d8f9b9c16274046f080d5cebab91d7a7472	1784920711842401166	5211	8fa63926b0d1cf313cbc6cbaf1646d8f9b9c16274046f080d5cebab91d7a7472	true
C3	1	native	measured	16384	38	38	1	1ab78264b68e47fab78264b68e47fa55	1784920711845250722	1784920711872352581	200	17134	17502	success	true	66c2302ee278a717d7fc39d4ff402ae50a5d9de45442c6cce5b0b0a25474b642	1784920711881994660	17502	66c2302ee278a717d7fc39d4ff402ae50a5d9de45442c6cce5b0b0a25474b642	true
C3	1	native	measured	65536	39	39	1	029e4558da784f2f9e4558da781f2fba	1784920711885050564	1784920711934727410	200	66286	66654	success	true	194366f500dc520a4e07029be85601d4bf8d89c4d4dbc48bd8e66e2ab046e2f4	1784920711951521504	66654	194366f500dc520a4e07029be85601d4bf8d89c4d4dbc48bd8e66e2ab046e2f4	true
C3	1	native	measured	262144	40	40	1	cad654d1287145d79654d1287175d76e	1784920711957419488	1784920712024385508	200	262895	263266	success	true	2bde4561249b8da78029eed51968899dc6a80616f47692055e8328736c9e35e6	1784920712044878609	263266	2bde4561249b8da78029eed51968899dc6a80616f47692055e8328736c9e35e6	true
C3	1	native	measured	1048576	41	41	1	d4d440095fe845099440095fe8e5096f	1784920712056918896	1784920712275701057	200	1049328	1049702	success	true	67cd67ef1551f88d74a4eda094d269800fac183c33f5ec5bae91e213ea38c2a1	1784920712318587006	1049702	67cd67ef1551f88d74a4eda094d269800fac183c33f5ec5bae91e213ea38c2a1	true
C3	1	native	measured	4194304	42	42	1	56380fb86c9b4b66b80fb86c9b0b66fa	1784920712365989353	1784920712902510813	200	4195056	4195432	success	true	c2f68dbe8a1cbf0703e526edd2e1a1e1cfbb2070fa7642153dd3fffce52345fc	1784920713151443064	4195432	c2f68dbe8a1cbf0703e526edd2e1a1e1cfbb2070fa7642153dd3fffce52345fc	true
C3	1	native	measured	1024	43	43	1	e1d00915291749e49009152917b9e458	1784920713232484591	1784920713274808631	200	1773	2139	success	true	648c8cc93af956e4cdea23861819169ab53132d2461b82e22aed99d0aa782cfb	1784920713287490568	2139	648c8cc93af956e4cdea23861819169ab53132d2461b82e22aed99d0aa782cfb	true
C3	1	native	measured	4096	44	44	1	0aae99a432b94427ae99a432b9b42729	1784920713293298170	1784920713319281184	200	4845	5211	success	true	49769195acd5e2e404d052c9797fd1788fea4ede9e10da0e22e1c48038c49dc8	1784920713329852009	5211	49769195acd5e2e404d052c9797fd1788fea4ede9e10da0e22e1c48038c49dc8	true
C3	1	native	measured	16384	45	45	1	d84cc54729de440e8cc54729def40ec8	1784920713332708621	1784920713364877499	200	17134	17502	success	true	5a9ad5acc5bd805d2d682903240575a8f00807708ecfae4cc440d56932ec4173	1784920713374340797	17502	5a9ad5acc5bd805d2d682903240575a8f00807708ecfae4cc440d56932ec4173	true
C3	1	native	measured	65536	46	46	1	5860879aab254a9ea0879aab253a9e96	1784920713377508941	1784920713405380484	200	66286	66654	success	true	80d99cf9319128b1bfa2d16cbf7d546ff56ae11dafd9b04f707f1fed3aaa323a	1784920713417983032	66654	80d99cf9319128b1bfa2d16cbf7d546ff56ae11dafd9b04f707f1fed3aaa323a	true
C3	1	native	measured	262144	47	47	1	aea9781bb09a4381a9781bb09a5381d6	1784920713422942874	1784920713483040104	200	262895	263266	success	true	26de0185ccb97b2d724d0566fc0036add62c8cfe15f5343daa828fb148ca19ae	1784920713504546206	263266	26de0185ccb97b2d724d0566fc0036add62c8cfe15f5343daa828fb148ca19ae	true
C3	1	native	measured	1048576	48	48	1	8b37796ea26c40c1b7796ea26c20c143	1784920713517285615	1784920713645380873	200	1049328	1049702	success	true	c77059909ec5fe98070f639c2a657357ffbe828e86ba2f58b02b4be185057cec	1784920713692605721	1049702	c77059909ec5fe98070f639c2a657357ffbe828e86ba2f58b02b4be185057cec	true
C3	1	native	measured	4194304	49	49	1	c2bc48a4587a4068bc48a4587ae06819	1784920713742426150	1784920714289278266	200	4195056	4195432	success	true	42798d4485cdc48ad5fcb3f5f267926426a26dc76c20849bb8087d8f2e6682c0	1784920714483714253	4195432	42798d4485cdc48ad5fcb3f5f267926426a26dc76c20849bb8087d8f2e6682c0	true
C3	1	native	measured	1024	50	50	1	4d5f5d5b136a409a9f5d5b136ad09a41	1784920714548993532	1784920714592775346	200	1773	2139	success	true	087eaf9490213057d9639df88fdfdd0948ce7835dfbfdc17026fb500fb4b2aa3	1784920714602722189	2139	087eaf9490213057d9639df88fdfdd0948ce7835dfbfdc17026fb500fb4b2aa3	true
C3	1	native	measured	4096	51	51	1	42c853b78ffd42a08853b78ffdb2a0c3	1784920714607689608	1784920714632832490	200	4845	5210	success	true	87f354223286993596fd666955b50681ca68cf94b8d0557622e67c65958cd410	1784920714641391432	5210	87f354223286993596fd666955b50681ca68cf94b8d0557622e67c65958cd410	true
C3	1	native	measured	16384	52	52	1	45c08318b53540b3808318b53550b369	1784920714645618485	1784920714674417015	200	17134	17501	success	true	f7d3b644b8e9eb6e6f9b7676e3dce8bf7a03920af037e989353c899372c0a74b	1784920714684586683	17501	f7d3b644b8e9eb6e6f9b7676e3dce8bf7a03920af037e989353c899372c0a74b	true
C3	1	native	measured	65536	53	53	1	413bc2a9859f4f99bbc2a9859fef99ea	1784920714689392327	1784920714717639900	200	66286	66654	success	true	6bd26949be1b877ba0b468d525bcfaa1716c9cddfd075977e7c6955fda2d2776	1784920714733627545	66654	6bd26949be1b877ba0b468d525bcfaa1716c9cddfd075977e7c6955fda2d2776	true
C3	1	native	measured	262144	54	54	1	0d8f2961adfa48ed8f2961adfa28ed71	1784920714739863216	1784920714836293606	200	262895	263268	success	true	ad526046f09ac0acffd0dc33b13b5346fc95a786b591f824c6d852cbb3e0e7db	1784920714859766696	263268	ad526046f09ac0acffd0dc33b13b5346fc95a786b591f824c6d852cbb3e0e7db	true
C3	1	native	measured	1048576	55	55	1	0fff30ce9e19438abf30ce9e19538a1f	1784920714872198174	1784920715030350728	200	1049328	1049702	success	true	6e269633e71ba477c82f4984c757853d5d801ce970de4c49d3012f3a598574b6	1784920715072161383	1049702	6e269633e71ba477c82f4984c757853d5d801ce970de4c49d3012f3a598574b6	true
C3	1	native	measured	4194304	56	56	1	473fbab633f74d21bfbab633f7bd2194	1784920715126835439	1784920715619257761	200	4195056	4195432	success	true	d5db54a1916807f6fee8aebb2837f0a1787cf1572969343b33ecf204ef9c7f5f	1784920715822316923	4195432	d5db54a1916807f6fee8aebb2837f0a1787cf1572969343b33ecf204ef9c7f5f	true
C3	1	native	measured	1024	57	57	1	94580574919645989805749196859832	1784920715911137381	1784920715942464887	200	1773	2139	success	true	f5f1ea8e1498fa24f702a77de049c787b42719154bab73d478ffd239d13aa6a2	1784920716168466490	2139	f5f1ea8e1498fa24f702a77de049c787b42719154bab73d478ffd239d13aa6a2	true
C3	1	native	measured	4096	58	58	1	c07f5c26c5e44910bf5c26c5e4a91087	1784920716175397170	1784920716203093055	200	4845	5211	success	true	1a8f10e4f34334d89d6f781d038b151fe6433a4e2d33cc348e9fc906a501fcc4	1784920716213242591	5211	1a8f10e4f34334d89d6f781d038b151fe6433a4e2d33cc348e9fc906a501fcc4	true
C3	1	native	measured	16384	59	59	1	9bea4e3def934bf9aa4e3def93ebf96e	1784920716216389024	1784920716241707904	200	17134	17502	success	true	79b36994d608737d93a300564805a5c9784755bc6b236dc1595452081af3cfd0	1784920716251770133	17502	79b36994d608737d93a300564805a5c9784755bc6b236dc1595452081af3cfd0	true
C3	1	native	measured	65536	60	60	1	ce8e1d3560804a968e1d3560808a9694	1784920716255428798	1784920716284201640	200	66286	66655	success	true	14480ad105284d68f02cc08139f78448859ec53e091023038e6efcc692b83ef1	1784920716304955762	66655	14480ad105284d68f02cc08139f78448859ec53e091023038e6efcc692b83ef1	true
C3	1	native	measured	262144	61	61	1	9905ed4e88184de585ed4e88181de501	1784920716312339102	1784920716374174477	200	262895	263266	success	true	56745e819011fbd08c12c8f854dfc03ff226229e2b1e1e0075456270b8e55233	1784920716396137602	263266	56745e819011fbd08c12c8f854dfc03ff226229e2b1e1e0075456270b8e55233	true
C3	1	native	measured	1048576	62	62	1	76524450a1874561924450a187156185	1784920716409975268	1784920716549579734	200	1049328	1049702	success	true	2e9cc6cc5c7f96b168b48d00d154f40a3f10a346beccb182e6c12d351903eb13	1784920716589427333	1049702	2e9cc6cc5c7f96b168b48d00d154f40a3f10a346beccb182e6c12d351903eb13	true
C3	1	native	measured	4194304	63	63	1	f79db16b77fc41b39db16b77fc61b32c	1784920716637353660	1784920717164687360	200	4195056	4195433	success	true	da475b9b13985b0c9d99fe5447b802aadc3e44927cbae133cadad9c65a1c5f96	1784920717357444066	4195433	da475b9b13985b0c9d99fe5447b802aadc3e44927cbae133cadad9c65a1c5f96	true
C3	1	native	measured	1024	64	64	1	9ad1fb7347874db491fb7347871db4fe	1784920717411761665	1784920717451107157	200	1774	2140	success	true	52d8fca93b379ac941124cc087122f64bb84f5fb7cf09391beed29187ae2e75b	1784920717466068898	2140	52d8fca93b379ac941124cc087122f64bb84f5fb7cf09391beed29187ae2e75b	true
C3	1	native	measured	4096	65	65	1	14453e3a405540d1853e3a405560d1b6	1784920717470886239	1784920717497879983	200	4846	5211	success	true	22da701c06868d4206ed5985c355d9866aba147ad0939d1c811dc8b5a024e155	1784920717507433423	5211	22da701c06868d4206ed5985c355d9866aba147ad0939d1c811dc8b5a024e155	true
C3	1	native	measured	16384	66	66	1	15b25eebc7c04059b25eebc7c0b05946	1784920717510759084	1784920717537067511	200	17135	17502	success	true	601f55ba6de361f531b9b971455ba2123e541f2cdd1b3206a9f0844b1e0c9d74	1784920717547146357	17502	601f55ba6de361f531b9b971455ba2123e541f2cdd1b3206a9f0844b1e0c9d74	true
C3	1	native	measured	65536	67	67	1	8250630aea63429490630aea6362949b	1784920717552392224	1784920717583044416	200	66287	66655	success	true	0025c8d0f3cbb8eb5ae4b938e881dea6dc97ff48ab2f8e2be5677d42ad633e59	1784920717597501495	66655	0025c8d0f3cbb8eb5ae4b938e881dea6dc97ff48ab2f8e2be5677d42ad633e59	true
C3	1	native	measured	262144	68	68	1	0121c4f4aa9b4a3fa1c4f4aa9b3a3fef	1784920717603183971	1784920717673848480	200	262896	263267	success	true	aa5ea303e68b4b98eb729c958a28d5750895c4f312fdccd820c1282f574e1eaa	1784920717701807279	263267	aa5ea303e68b4b98eb729c958a28d5750895c4f312fdccd820c1282f574e1eaa	true
C3	1	native	measured	1048576	69	69	1	b126051dbef148e6a6051dbef198e6a2	1784920717724300030	1784920717888835969	200	1049329	1049703	success	true	03b9c3ff76564393939dd54440b19fe39f859bbd9b49b94a811181c6526d2b28	1784920717929402758	1049703	03b9c3ff76564393939dd54440b19fe39f859bbd9b49b94a811181c6526d2b28	true
C3	1	native	measured	4194304	70	70	1	3f13c97ff1b8494593c97ff1b82945a4	1784920717976585806	1784920718480355728	200	4195057	4195433	success	true	c5b0741c133cc6c60ae34bd6f576197292c08478708f29fa04f3af1387039e73	1784920718615494755	4195433	c5b0741c133cc6c60ae34bd6f576197292c08478708f29fa04f3af1387039e73	true
C3	1	native	measured	1024	71	71	1	e5ec4af3da6f4ea5ac4af3da6fbea54a	1784920718668100954	1784920718699992504	200	1774	2140	success	true	b164478fd1164e32cf1ab633c1f87bf7152d7e2eed9f77743cd0cda9bb4287d0	1784920718713025959	2140	b164478fd1164e32cf1ab633c1f87bf7152d7e2eed9f77743cd0cda9bb4287d0	true
C3	1	native	measured	4096	72	72	1	836bf6ef4c0042d0abf6ef4c0052d045	1784920718721127218	1784920718742788976	200	4846	5211	success	true	7ad864cc51b5b6cb6f9d9431550237c75d2f889b9663bd2613637a3997b917cc	1784920718968620418	5211	7ad864cc51b5b6cb6f9d9431550237c75d2f889b9663bd2613637a3997b917cc	true
C3	1	native	measured	16384	73	73	1	2e46d5c8cd9e44d186d5c8cd9e34d191	1784920718973775884	1784920719004317283	200	17135	17503	success	true	bf302e192ce370b1af4236fe8e5e52c605dba0cad5176f946b617caaec73b07a	1784920719019580608	17503	bf302e192ce370b1af4236fe8e5e52c605dba0cad5176f946b617caaec73b07a	true
C3	1	native	measured	65536	74	74	1	5cde1af19efc476d9e1af19efcc76dd2	1784920719024011651	1784920719051321228	200	66287	66655	success	true	8a08bf1005bb26a7962730ab166c21f7e1aa0db9bd79dac8868f2b39ffcbc828	1784920719062621761	66655	8a08bf1005bb26a7962730ab166c21f7e1aa0db9bd79dac8868f2b39ffcbc828	true
C3	1	native	measured	262144	75	75	1	eca508277e4c4ecea508277e4c0ece88	1784920719070469070	1784920719168235788	200	262896	263268	success	true	b84251e8e1fb775657087b78be6675519e3207ea99901bce0beb11a8a0eec79c	1784920719190399357	263268	b84251e8e1fb775657087b78be6675519e3207ea99901bce0beb11a8a0eec79c	true
C3	1	native	measured	1048576	76	76	1	b87a5914ffd54cbbba5914ffd5ecbb2d	1784920719211949892	1784920719358517137	200	1049329	1049703	success	true	bb7084672f0a26cad2e41d3e5b75da07563c6d7fc70a695493be2a9a34cecf5a	1784920719408374553	1049703	bb7084672f0a26cad2e41d3e5b75da07563c6d7fc70a695493be2a9a34cecf5a	true
C3	1	native	measured	4194304	77	77	1	f1fa42d576934936ba42d57693f936ae	1784920719464396283	1784920720024419117	200	4195057	4195433	success	true	873a99310b6c3283d69c571436612a4b4a7dfe100f704dc0db981e2674d4fbda	1784920720165466217	4195433	873a99310b6c3283d69c571436612a4b4a7dfe100f704dc0db981e2674d4fbda	true
C3	1	native	measured	1024	78	78	1	7ec11a05b8004659811a05b8003659b0	1784920720228206034	1784920720269486627	200	1774	2140	success	true	25eb2c853e6d4f173259cef7983a36abcb2b50f63665cefdab8154ae5a3e99e1	1784920720281057540	2140	25eb2c853e6d4f173259cef7983a36abcb2b50f63665cefdab8154ae5a3e99e1	true
C3	1	native	measured	4096	79	79	1	7b778a19de874432b78a19de87e432e2	1784920720286907220	1784920720311692364	200	4846	5211	success	true	f336cf487fd2cd581c3ab8138da0ccc9c61e3dc80787919b6a3dc724bbc2429f	1784920720320234391	5211	f336cf487fd2cd581c3ab8138da0ccc9c61e3dc80787919b6a3dc724bbc2429f	true
C3	1	native	measured	16384	80	80	1	e158919c9e874d0098919c9e875d00e4	1784920720323781977	1784920720347166256	200	17135	17503	success	true	903a84602d14be5ce2d29a420f4b1368489090eaae7ecceaf968a6b760be2166	1784920720361980561	17503	903a84602d14be5ce2d29a420f4b1368489090eaae7ecceaf968a6b760be2166	true
C3	1	native	measured	65536	81	81	1	244c0fb3244246828c0fb32442c68277	1784920720367817559	1784920720402834953	200	66287	66655	success	true	b404948c85584ba612b5a2f12cc143005f731c9b8fc720cf3f68668e22be0150	1784920720415830048	66655	b404948c85584ba612b5a2f12cc143005f731c9b8fc720cf3f68668e22be0150	true
