schema_version	profile	workload_id	expected_count	submitted_count	terminal_success_count	output_verified_count	store_ack_count	warm_eligible_count	init_excluded_count	selected_warm_count	target_warm_samples	warm_target_status	low_contention_filter_status	worker_mapping_entry_count	unique_measured_worker_count	unique_measured_container_count	same_worker_concurrent_excluded_count	same_worker_concurrent_excluded_fraction	workload_compute_overlap_diagnostic_count	unique_warm_container_count	measured_request_bytes	measured_result_json_bytes	latency_primary_statistic	latency_ci_method	full_flow_mean_ms	full_flow_ci95_low_ms	full_flow_ci95_high_ms	full_flow_p50_ms	full_flow_p95_ms	blocking_p50_ms	blocking_p95_ms	blocking_mean_ms	blocking_ci95_low_ms	blocking_ci95_high_ms	workload_mean_ms	workload_ci95_low_ms	workload_ci95_high_ms	workload_p50_ms	workload_p95_ms	wait_p50_ms	wait_p95_ms	wait_mean_ms	wait_ci95_low_ms	wait_ci95_high_ms	wait_first_quartile_p50_ms	wait_last_quartile_p50_ms	queue_buildup_status	completion_rate_per_sec	quality_gate_status	artifact_classification	acceptance_status
c5-summary-v1	asyncs	dynamic-html-derived-v1	300	300	300	300	300	298	2	121	100	met	applied	15	2	3	179	0.5966666666666667	unavailable_cross_process_clock_domain	1	1024	4096	sample_mean_with_two_sided_student_t_95_ci	student_t_df_n_minus_1	387.87624892561985	383.05634163226506	392.69615621897464	383.390047	409.506084	376.114211	410.878247	381.76870562809916	376.83413659822463	386.7032746579737	327.1423395371901	325.57233070229813	328.71234837208203	325.074994	335.933761	14.0	24.0	16.8099173553719	12.63277683474655	20.98705787599725	13.0	12.5	no_sustained_buildup	2.2795919558118936	pass	diagnostic_candidate	not_reviewed
