schema_version	profile	artifact_size_bytes	fresh_group	lifecycle	warm_followup_index	logical_request_id	activation_id	action_fqen	action_revision	action_identity_sha256	measurement_sequence	terminal_success	store_evidence_status	rid_status	decrypt_status	workload_status	payload_evidence_status	analysis_eligible	quality_reason	container_hostname	worker_started_this_invocation	kms_contacted	enclave_key_cache_hit	function_cache_hit	cfunc_decrypt_executed	fresh_placement_eligible	warm_reuse_eligible	client_start_unix_ns	client_end_unix_ns	first_result_latency_ms	activation_duration_ms	upload_elapsed_ms	artifact_size_observed_bytes	c_func_bytes	action_zip_bytes	action_fetch_duration_ns	action_fetch_status	runtime_init_duration_ns	runtime_init_status	function_key_decap_duration_ns	cfunc_aes_gcm_duration_ns	wasm_load_duration_ns	wasm_instantiate_duration_ns	input_key_decap_duration_ns	input_aes_gcm_duration_ns	workload_core_duration_ns	output_kem_duration_ns	output_aes_gcm_duration_ns	outer_execution_duration_ns	tsc_hz	tsc_frequency_method	phase_evidence_status	target_binding_id	scheduler_operation	scheduler_warmed	gateway_code_status	gateway_input_status	gateway_result_count	raw_wasm_sha256	code_envelope_bytes	code_envelope_payload_length	gateway_code_queue_wait_ns	gateway_code_service_ns	target_code_decrypt_duration_cycles	target_code_decrypt_status
c2-reusable-attempt-v1	reusable-concurrency	16777216	12	fresh_first_use	0	s16777216-g012-fresh	72ac6d3955fd49a7ac6d3955fdf9a7f4	/guest/c2-reusable-16m-r380-g012-g013	0.0.1@1785111401381	a6dc76981619d9865f35a60e2e0327e7d7207ef5b272ea068ae2b2a37ab17cbb	1	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:177						true	false	1785111405744226663	1785111424630194761	18885.968098	998	6287.095549	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50949893			51401688			partial_with_explicit_unavailable	177	CODE_INPUT	false	present	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216	11893	67405259	83799353	direct_event_complete
c2-reusable-attempt-v1	reusable-concurrency	16777216	12	warm_followup	1	s16777216-g012-warm1	3a2ab3e3b7134536aab3e3b713c53677	/guest/c2-reusable-16m-r380-g012-g013	0.0.1@1785111401381	a6dc76981619d9865f35a60e2e0327e7d7207ef5b272ea068ae2b2a37ab17cbb	2	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:177						false	true	1785111424710146826	1785111424843866752	133.719926	74	6287.095549	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50647740			51172823			partial_with_explicit_unavailable	177	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	12	warm_followup	2	s16777216-g012-warm2	9e3c9ae761184691bc9ae76118869162	/guest/c2-reusable-16m-r380-g012-g013	0.0.1@1785111401381	a6dc76981619d9865f35a60e2e0327e7d7207ef5b272ea068ae2b2a37ab17cbb	3	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:177						false	true	1785111424886922420	1785111425030979863	144.057443	99	6287.095549	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50596069			52991109			partial_with_explicit_unavailable	177	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	12	warm_followup	3	s16777216-g012-warm3	f65b8c48b72a44d09b8c48b72a14d07b	/guest/c2-reusable-16m-r380-g012-g013	0.0.1@1785111401381	a6dc76981619d9865f35a60e2e0327e7d7207ef5b272ea068ae2b2a37ab17cbb	4	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:177						false	true	1785111425073199073	1785111425195270108	122.071035	85	6287.095549	16777216				unavailable_no_direct_event		unavailable_no_direct_event							51701994			53327107			partial_with_explicit_unavailable	177	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	12	warm_followup	4	s16777216-g012-warm4	9f73ba057eaf44eeb3ba057eaf24ee53	/guest/c2-reusable-16m-r380-g012-g013	0.0.1@1785111401381	a6dc76981619d9865f35a60e2e0327e7d7207ef5b272ea068ae2b2a37ab17cbb	5	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:177						false	true	1785111425235873748	1785111425423030521	187.156773	138	6287.095549	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50320030			52967931			partial_with_explicit_unavailable	177	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	12	warm_followup	5	s16777216-g012-warm5	1c6a24c545a843c4aa24c545a843c4d2	/guest/c2-reusable-16m-r380-g012-g013	0.0.1@1785111401381	a6dc76981619d9865f35a60e2e0327e7d7207ef5b272ea068ae2b2a37ab17cbb	6	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:177						false	true	1785111425443867831	1785111425597248086	153.380255	102	6287.095549	16777216				unavailable_no_direct_event		unavailable_no_direct_event							51453725			52487681			partial_with_explicit_unavailable	177	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	13	fresh_first_use	0	s16777216-g013-fresh	d299bd211882468e99bd211882568ef5	/guest/c2-reusable-16m-r380-g012-g013	0.0.2@1785111427800	828a7f1746aebc287a58f3a61ca9756f824936c1bc81b644b98ff49c55cb90d3	7	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:167						true	false	1785111431084864211	1785111440296386628	9211.522417	936	4372.979321	16777216				unavailable_no_direct_event		unavailable_no_direct_event							65020116			65480301			partial_with_explicit_unavailable	167	CODE_INPUT	false	present	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216	9871	61297523	130410523	direct_event_complete
c2-reusable-attempt-v1	reusable-concurrency	16777216	13	warm_followup	1	s16777216-g013-warm1	fe9ef41bdf8843849ef41bdf880384f2	/guest/c2-reusable-16m-r380-g012-g013	0.0.2@1785111427800	828a7f1746aebc287a58f3a61ca9756f824936c1bc81b644b98ff49c55cb90d3	8	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:167						false	true	1785111440343041560	1785111440475982756	132.941196	85	4372.979321	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50116739			51631006			partial_with_explicit_unavailable	167	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	13	warm_followup	2	s16777216-g013-warm2	abec90eafb474d0bac90eafb477d0b22	/guest/c2-reusable-16m-r380-g012-g013	0.0.2@1785111427800	828a7f1746aebc287a58f3a61ca9756f824936c1bc81b644b98ff49c55cb90d3	9	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:167						false	true	1785111440507035956	1785111440648042216	141.00626	89	4372.979321	16777216				unavailable_no_direct_event		unavailable_no_direct_event							51455726			53549183			partial_with_explicit_unavailable	167	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	13	warm_followup	3	s16777216-g013-warm3	63a85fa6d71047ffa85fa6d710e7ff81	/guest/c2-reusable-16m-r380-g012-g013	0.0.2@1785111427800	828a7f1746aebc287a58f3a61ca9756f824936c1bc81b644b98ff49c55cb90d3	10	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:167						false	true	1785111440675446000	1785111440811563510	136.11751	96	4372.979321	16777216				unavailable_no_direct_event		unavailable_no_direct_event							51981030			55141779			partial_with_explicit_unavailable	167	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	13	warm_followup	4	s16777216-g013-warm4	be6420e67c1f4443a420e67c1fb44371	/guest/c2-reusable-16m-r380-g012-g013	0.0.2@1785111427800	828a7f1746aebc287a58f3a61ca9756f824936c1bc81b644b98ff49c55cb90d3	11	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:167						false	true	1785111440842596365	1785111440978940627	136.344262	90	4372.979321	16777216				unavailable_no_direct_event		unavailable_no_direct_event							52867930			53901385			partial_with_explicit_unavailable	167	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	13	warm_followup	5	s16777216-g013-warm5	4bb2257b21e64474b2257b21e68474fd	/guest/c2-reusable-16m-r380-g012-g013	0.0.2@1785111427800	828a7f1746aebc287a58f3a61ca9756f824936c1bc81b644b98ff49c55cb90d3	12	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:167						false	true	1785111441013652532	1785111441145840440	132.187908	78	4372.979321	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50441311			52533525			partial_with_explicit_unavailable	167	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
