profile	artifact_size_bytes	fresh_group	lifecycle	warm_followup_index	logical_request_id	activation_id	action_fqen	action_revision	action_identity_sha256	terminal_success	activation_get_status	store_evidence_status	expected_rid	actual_rid	rid_status	decrypt_status	workload_status	request_payload_bytes	request_payload_sha256	payload_evidence_status	container_hostname	worker_started_this_invocation	kms_contacted	enclave_key_cache_hit	function_cache_hit	cfunc_decrypt_executed	fresh_placement_eligible	warm_reuse_eligible	analysis_eligible	quality_reason	measurement_sequence	client_start_unix_ns	client_end_unix_ns	client_elapsed_ms	activation_duration_ms	c_req_bytes	c_key_bytes	c_out_bytes	ct_bytes	worker_keypath_dur_ns	worker_wait_kms_dur_ns	kms_verify_dur_ns	kms_key_release_dur_ns	kms_total_dur_ns	quote_gen_dur_ns	worker_exec_dur_ns	worker_invoke_dur_ns	adapter_invoke_dur_ns	function_key_decap_cycles	cfunc_aes_gcm_cycles	wasm_load_cycles	wasm_instantiate_cycles	input_key_decap_cycles	input_aes_gcm_cycles	workload_core_cycles	output_kem_cycles	output_aes_gcm_cycles	function_key_decap_duration_ns	cfunc_aes_gcm_duration_ns	wasm_load_duration_ns	wasm_instantiate_duration_ns	input_key_decap_duration_ns	input_aes_gcm_duration_ns	workload_core_duration_ns	output_kem_duration_ns	output_aes_gcm_duration_ns	tsc_hz	tsc_frequency_method
asyncs	65536	23	fresh_first_use	0	s65536-g023-fresh	fdb32dc408104bcab32dc408100bca82	/guest/c2_asyncs_sleep50_r340_s65536_g023	0.0.1@1784515959589	d490210d37f8e4bfa99c3942bd323516dfd1542902953a4c5ba6963fec7c6159	true	200	present	20039cfe4f07ef156138f88f0999353f6a79b06bd0ad171a651da88ae11a80e0	20039cfe4f07ef156138f88f0999353f6a79b06bd0ad171a651da88ae11a80e0	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	07007ddd9ca6	false	true	false	false	true	true	false	true	ok	529	1784516261515008366	1784516262600750604	1085.742855	958	1052	263	573	65	857611348	31758594	28508775	2261247	30770381	825423148	65066206	923058094	932008528	11649914	139581	7798886	519737	16476044	6374	135384150	1097360	10334	4315007	51699	2888626	192505	6102556	2360	50144892	406450	3827	2699859200	calibrated_monotonic_raw_20ms
asyncs	65536	23	warm_followup	1	s65536-g023-warm01	50818549404a4b99818549404aeb9954	/guest/c2_asyncs_sleep50_r340_s65536_g023	0.0.1@1784515959589	d490210d37f8e4bfa99c3942bd323516dfd1542902953a4c5ba6963fec7c6159	true	200	present	a84e0ad83247b8461183aafdda8a8b1c7f74d1854206933850b83280f1c9ba7b	a84e0ad83247b8461183aafdda8a8b1c7f74d1854206933850b83280f1c9ba7b	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	07007ddd9ca6	false	false	true	true	false	false	true	true	ok	530	1784516262609365200	1784516262697486884	88.12188	67	1052	263	573	65	279	0	0	0	0	0	58195352	58358173	60674330	0	0	6938868	377913	11818690	11525	135213252	1044515	15606	0	0	2570085	139975	4377520	4268	50081593	386877	5780	2699859200	calibrated_monotonic_raw_20ms
asyncs	65536	23	warm_followup	2	s65536-g023-warm02	67f9d867abbf4375b9d867abbfd37592	/guest/c2_asyncs_sleep50_r340_s65536_g023	0.0.1@1784515959589	d490210d37f8e4bfa99c3942bd323516dfd1542902953a4c5ba6963fec7c6159	true	200	present	a94134fd3a7f2ef078d33b97f80ea98f79b1ae5fb205e49969fdf7bebe2e03c5	a94134fd3a7f2ef078d33b97f80ea98f79b1ae5fb205e49969fdf7bebe2e03c5	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	07007ddd9ca6	false	false	true	true	false	false	true	true	ok	531	1784516262971584032	1784516263042330384	70.746113	60	1052	263	573	65	294	0	0	0	0	0	54535887	54655793	55236102	0	0	3451592	267728	6578817	3672	135233986	581202	7118	0	0	1278434	99163	2436725	1360	50089273	215271	2636	2699859200	calibrated_monotonic_raw_20ms
asyncs	65536	23	warm_followup	3	s65536-g023-warm03	9bbebe7f3d134c50bebe7f3d13fc50d0	/guest/c2_asyncs_sleep50_r340_s65536_g023	0.0.1@1784515959589	d490210d37f8e4bfa99c3942bd323516dfd1542902953a4c5ba6963fec7c6159	true	200	present	0471d8b0a96fa0169ae078c60884108aac33bdfc46d086c9f555f4879eb7a02e	0471d8b0a96fa0169ae078c60884108aac33bdfc46d086c9f555f4879eb7a02e	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	07007ddd9ca6	false	false	true	true	false	false	true	true	ok	532	1784516263312121733	1784516263393214886	81.093265	61	1052	263	573	65	426	0	0	0	0	0	54481377	54595525	55183795	0	0	3558881	280884	6478639	3789	135228721	575419	6197	0	0	1318172	104036	2399621	1403	50087323	213129	2295	2699859200	calibrated_monotonic_raw_20ms
asyncs	65536	23	warm_followup	4	s65536-g023-warm04	1a78862e1317439eb8862e1317739e4d	/guest/c2_asyncs_sleep50_r340_s65536_g023	0.0.1@1784515959589	d490210d37f8e4bfa99c3942bd323516dfd1542902953a4c5ba6963fec7c6159	true	200	present	6ccd2cfcde2ebbb69efdd27d05add6e385d2b7fde79f7d24e71236a625b89cf6	6ccd2cfcde2ebbb69efdd27d05add6e385d2b7fde79f7d24e71236a625b89cf6	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	07007ddd9ca6	false	false	true	true	false	false	true	true	ok	533	1784516263658907382	1784516263735794438	76.887212	60	1052	263	573	65	264	0	0	0	0	0	54517394	54628654	55197798	0	0	3534307	347184	6497731	3659	135226618	616475	5832	0	0	1309070	128593	2406692	1355	50086544	228335	2160	2699859200	calibrated_monotonic_raw_20ms
asyncs	65536	23	warm_followup	5	s65536-g023-warm05	e3340b1612944ea9b40b1612946ea9c2	/guest/c2_asyncs_sleep50_r340_s65536_g023	0.0.1@1784515959589	d490210d37f8e4bfa99c3942bd323516dfd1542902953a4c5ba6963fec7c6159	true	200	present	5e932533d082a633da0c081ab202cf597dbef9b540de066ddabd6dd0763c6fb3	5e932533d082a633da0c081ab202cf597dbef9b540de066ddabd6dd0763c6fb3	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	07007ddd9ca6	false	false	true	true	false	false	true	true	ok	534	1784516264002004963	1784516264074341148	72.321679	60	1052	263	573	65	298	0	0	0	0	0	54628490	54736947	55316266	0	0	3697111	276078	6705235	3782	135222838	655158	5729	0	0	1369371	102256	2483549	1400	50085144	242663	2121	2699859200	calibrated_monotonic_raw_20ms
asyncs	262144	23	fresh_first_use	0	s262144-g023-fresh	4ecc87b8a9744daa8c87b8a9743daa24	/guest/c2_asyncs_sleep50_r340_s262144_g023	0.0.1@1784515965860	710331d6bfa8e50a8bed71506c068ebf0ec703bff6129182d091d5c8d82f75e5	true	200	present	e2d5835c3df1e56a7dd291312c8d62030cbd91e9bf2adba89df8d90c59f717a1	e2d5835c3df1e56a7dd291312c8d62030cbd91e9bf2adba89df8d90c59f717a1	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	f63f7f0672b1	false	true	false	false	true	true	false	true	ok	535	1784516264337371428	1784516265530068248	1192.697153	1089	1052	263	573	65	971993446	31720008	28631012	2136689	30768052	940245347	66085582	1038452523	1041263962	11528736	536195	7299188	644276	15679536	9191	135344010	563269	5417	4269936	198592	2703424	238622	5807282	3404	50127812	208619	2006	2699978384	calibrated_monotonic_raw_20ms
asyncs	262144	23	warm_followup	1	s262144-g023-warm01	c69e77cff2d247909e77cff2d217909f	/guest/c2_asyncs_sleep50_r340_s262144_g023	0.0.1@1784515965860	710331d6bfa8e50a8bed71506c068ebf0ec703bff6129182d091d5c8d82f75e5	true	200	present	53390df9410e2c1dfc1fdc6b8dd2f5c47c55ee381f1b742e50a3a0c8c95358f8	53390df9410e2c1dfc1fdc6b8dd2f5c47c55ee381f1b742e50a3a0c8c95358f8	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	f63f7f0672b1	false	false	true	true	false	false	true	true	ok	536	1784516265795880920	1784516265867938774	72.065809	60	1052	263	573	65	317	0	0	0	0	0	54962137	55213202	55806277	0	0	3421972	278100	6565138	4137	135226033	642722	7064	0	0	1267407	103000	2431552	1532	50084116	238047	2616	2699978384	calibrated_monotonic_raw_20ms
asyncs	262144	23	warm_followup	2	s262144-g023-warm02	0cabeee1c6004219abeee1c600421905	/guest/c2_asyncs_sleep50_r340_s262144_g023	0.0.1@1784515965860	710331d6bfa8e50a8bed71506c068ebf0ec703bff6129182d091d5c8d82f75e5	true	200	present	2f8fbed293ab990f8c1910534773c7c367cdaa28a2b3eab87c25c332dd168d62	2f8fbed293ab990f8c1910534773c7c367cdaa28a2b3eab87c25c332dd168d62	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	f63f7f0672b1	false	false	true	true	false	false	true	true	ok	537	1784516266132942056	1784516266207901576	74.959564	60	1052	263	573	65	278	0	0	0	0	0	55368789	55603291	56219383	0	0	3481245	332104	6437223	3573	135222968	605206	9097	0	0	1289360	123002	2384175	1323	50082981	224152	3369	2699978384	calibrated_monotonic_raw_20ms
asyncs	262144	23	warm_followup	3	s262144-g023-warm03	4455310d960a45da95310d960a35da1b	/guest/c2_asyncs_sleep50_r340_s262144_g023	0.0.1@1784515965860	710331d6bfa8e50a8bed71506c068ebf0ec703bff6129182d091d5c8d82f75e5	true	200	present	35defe853738ab948ba494a0df0bfc4ea9ed4a61cadc5781526231022ab13362	35defe853738ab948ba494a0df0bfc4ea9ed4a61cadc5781526231022ab13362	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	f63f7f0672b1	false	false	true	true	false	false	true	true	ok	538	1784516266479027673	1784516266552523924	73.496303	61	1052	263	573	65	306	0	0	0	0	0	54977972	55144701	55733903	0	0	3464323	307415	6507069	3508	135218542	597691	5683	0	0	1283092	113858	2410044	1299	50081342	221368	2104	2699978384	calibrated_monotonic_raw_20ms
asyncs	262144	23	warm_followup	4	s262144-g023-warm04	60fd7921201f4138bd7921201f8138bb	/guest/c2_asyncs_sleep50_r340_s262144_g023	0.0.1@1784515965860	710331d6bfa8e50a8bed71506c068ebf0ec703bff6129182d091d5c8d82f75e5	true	200	present	77b854dafc9bcee99417424cc2bfda5fe51769421db0727e741b173c9529782e	77b854dafc9bcee99417424cc2bfda5fe51769421db0727e741b173c9529782e	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	f63f7f0672b1	false	false	true	true	false	false	true	true	ok	539	1784516266561251422	1784516266637856982	76.605888	65	1052	263	573	65	300	0	0	0	0	0	57869030	58054681	58676811	0	0	5895121	322713	10778517	5674	135220456	616291	6998	0	0	2183395	119524	3992075	2101	50082051	228257	2591	2699978384	calibrated_monotonic_raw_20ms
asyncs	262144	23	warm_followup	5	s262144-g023-warm05	36787aa22c6549b0b87aa22c65d9b0e3	/guest/c2_asyncs_sleep50_r340_s262144_g023	0.0.1@1784515965860	710331d6bfa8e50a8bed71506c068ebf0ec703bff6129182d091d5c8d82f75e5	true	200	present	7bdf4969bebd8209fab421262158b470aaa61f4157e6f6dd5171d0e35c1c6683	7bdf4969bebd8209fab421262158b470aaa61f4157e6f6dd5171d0e35c1c6683	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	f63f7f0672b1	false	false	true	true	false	false	true	true	ok	540	1784516266902398164	1784516266979440225	77.042389	65	1052	263	573	65	306	0	0	0	0	0	59021558	59237053	59819217	0	0	6371976	368899	13266548	6473	135224031	638167	7862	0	0	2360010	136630	4913575	2397	50083375	236360	2911	2699978384	calibrated_monotonic_raw_20ms
asyncs	1048576	23	fresh_first_use	0	s1048576-g023-fresh	1b3ad4a5fd28415fbad4a5fd28015fea	/guest/c2_asyncs_sleep50_r340_s1048576_g023	0.0.1@1784515974151	af4d891c2c8793c41d6a08f8aef720950dd095660750bfe84bf71664d6b89e1c	true	200	present	6d2e5ba2d7749b20f0a6f9984e1f2f3d3012d97c965c28db9e8ffbb72577b275	6d2e5ba2d7749b20f0a6f9984e1f2f3d3012d97c965c28db9e8ffbb72577b275	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	4dbbd269e2d2	false	true	false	false	true	true	false	true	ok	541	1784516267247414684	1784516268461297532	1213.882905	1031	1052	263	573	65	885907031	33315839	29254924	2154505	31409782	852559686	95562694	982214908	988020969	25284405	5410467	15890338	530789	30699083	8894	135372649	1151560	12374	9364891	2003940	5885497	196594	11370391	3294	50139608	426517	4583	2699914337	calibrated_monotonic_raw_20ms
asyncs	1048576	23	warm_followup	1	s1048576-g023-warm01	9c98a5338cbe475098a5338cbe1750b6	/guest/c2_asyncs_sleep50_r340_s1048576_g023	0.0.1@1784515974151	af4d891c2c8793c41d6a08f8aef720950dd095660750bfe84bf71664d6b89e1c	true	200	present	dee2765695ae0af6ae4c7de04eac58b04b0bcf92373f373668d464f126a28416	dee2765695ae0af6ae4c7de04eac58b04b0bcf92373f373668d464f126a28416	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	4dbbd269e2d2	false	false	true	true	false	false	true	true	ok	542	1784516268729466457	1784516268809557377	80.091036	67	1052	263	573	65	153	0	0	0	0	0	59132123	59925133	60533733	0	0	3760271	318634	7984428	3624	135213945	584206	5562	0	0	1392737	118016	2957289	1342	50080827	216379	2060	2699914337	calibrated_monotonic_raw_20ms
asyncs	1048576	23	warm_followup	2	s1048576-g023-warm02	afedeb9083bb40deadeb9083bb20de03	/guest/c2_asyncs_sleep50_r340_s1048576_g023	0.0.1@1784515974151	af4d891c2c8793c41d6a08f8aef720950dd095660750bfe84bf71664d6b89e1c	true	200	present	6527a2d2332ed826d774aa46c94c04ea17c2d097f4fdcc27c5c6eedc07f9dd90	6527a2d2332ed826d774aa46c94c04ea17c2d097f4fdcc27c5c6eedc07f9dd90	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	4dbbd269e2d2	false	false	true	true	false	false	true	true	ok	543	1784516269080231260	1784516269160603048	80.371825	65	1052	263	573	65	198	0	0	0	0	0	58098525	58498896	59779941	0	0	3542725	303203	6499669	3568	135223220	581033	6089	0	0	1312162	112300	2407361	1321	50084263	215204	2255	2699914337	calibrated_monotonic_raw_20ms
asyncs	1048576	23	warm_followup	3	s1048576-g023-warm03	8ffdd5ce4e1b4ca6bdd5ce4e1baca6cc	/guest/c2_asyncs_sleep50_r340_s1048576_g023	0.0.1@1784515974151	af4d891c2c8793c41d6a08f8aef720950dd095660750bfe84bf71664d6b89e1c	true	200	present	622b5062645047bc0e352d778e34a4a1a761e386a8b1a5637d891f5303a88ea1	622b5062645047bc0e352d778e34a4a1a761e386a8b1a5637d891f5303a88ea1	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	4dbbd269e2d2	false	false	true	true	false	false	true	true	ok	544	1784516269423822384	1784516269497168751	73.346618	63	1052	263	573	65	163	0	0	0	0	0	56862146	57170755	57797441	0	0	3587936	270186	6331141	4793	135220607	619191	6687	0	0	1328907	100072	2344941	1775	50083295	229337	2476	2699914337	calibrated_monotonic_raw_20ms
asyncs	1048576	23	warm_followup	4	s1048576-g023-warm04	96861fe489254559861fe489254559fb	/guest/c2_asyncs_sleep50_r340_s1048576_g023	0.0.1@1784515974151	af4d891c2c8793c41d6a08f8aef720950dd095660750bfe84bf71664d6b89e1c	true	200	present	a3a3f6295d769d6c550fe88cb8014d6c868cab4c9247eb25aea050dd00b389a5	a3a3f6295d769d6c550fe88cb8014d6c868cab4c9247eb25aea050dd00b389a5	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	4dbbd269e2d2	false	false	true	true	false	false	true	true	ok	545	1784516269768721256	1784516269842081660	73.360288	62	1052	263	573	65	184	0	0	0	0	0	56877476	57165483	57919531	0	0	3552576	269952	6447174	3503	135222358	584098	6414	0	0	1315810	99985	2387917	1297	50083943	216339	2375	2699914337	calibrated_monotonic_raw_20ms
asyncs	1048576	23	warm_followup	5	s1048576-g023-warm05	18d3128f4c234eaf93128f4c236eaffc	/guest/c2_asyncs_sleep50_r340_s1048576_g023	0.0.1@1784515974151	af4d891c2c8793c41d6a08f8aef720950dd095660750bfe84bf71664d6b89e1c	true	200	present	80797f95852767b2b3056500782c53c307b0f86c2a297f492d6f496e3dfe0f63	80797f95852767b2b3056500782c53c307b0f86c2a297f492d6f496e3dfe0f63	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	4dbbd269e2d2	false	false	true	true	false	false	true	true	ok	546	1784516270107526705	1784516270188677986	81.151468	62	1052	263	573	65	267	0	0	0	0	0	57162576	57471114	58061289	0	0	3491706	295732	7336941	4000	135220128	579378	7311	0	0	1293265	109533	2717471	1481	50083117	214591	2707	2699914337	calibrated_monotonic_raw_20ms
asyncs	4194304	23	fresh_first_use	0	s4194304-g023-fresh	65b5d111cd7e4039b5d111cd7e5039b7	/guest/c2_asyncs_sleep50_r340_s4194304_g023	0.0.1@1784515992617	b51d4ff67abf17ce321f629c7cd676d3b27755366fdb6dcddca7665818d154ac	true	200	present	27de3e75a189a441a152cd4c64212c5527a4ec22a5d11a09afd1777992135c64	27de3e75a189a441a152cd4c64212c5527a4ec22a5d11a09afd1777992135c64	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	43364b4dffd1	false	true	false	false	true	true	false	true	ok	547	1784516270452828718	1784516272232641978	1779.813068	905	1052	263	573	65	641427897	32045489	28281731	2456701	30738792	609359750	80217382	723577105	724379432	6278044	4175296	4409092	446308	8850921	7411	135295784	614565	5571	2325252	1546440	1633033	165302	3278191	2744	50110658	227621	2063	2699940270	calibrated_monotonic_raw_20ms
asyncs	4194304	23	warm_followup	1	s4194304-g023-warm01	18bb2267e77644cdbb2267e77654cd11	/guest/c2_asyncs_sleep50_r340_s4194304_g023	0.0.1@1784515992617	b51d4ff67abf17ce321f629c7cd676d3b27755366fdb6dcddca7665818d154ac	true	200	present	7e78bb4d776fff223a5025f2f2fffcc781bca3083f8c31d19080312d47a2321f	7e78bb4d776fff223a5025f2f2fffcc781bca3083f8c31d19080312d47a2321f	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	43364b4dffd1	false	false	true	true	false	false	true	true	ok	548	1784516272505940519	1784516272589558397	83.617505	70	1052	263	573	65	224	0	0	0	0	0	64089276	66047182	66624817	0	0	3634644	309608	6409387	3102	135207308	578546	4934	0	0	1346194	114672	2373899	1148	50077888	214281	1827	2699940270	calibrated_monotonic_raw_20ms
asyncs	4194304	23	warm_followup	2	s4194304-g023-warm02	7b5757e6faa24cad9757e6faa27cad53	/guest/c2_asyncs_sleep50_r340_s4194304_g023	0.0.1@1784515992617	b51d4ff67abf17ce321f629c7cd676d3b27755366fdb6dcddca7665818d154ac	true	200	present	9132d47905c66c8ad1df391ac753e2ab61a9e2c92977778a6e11ebe52e807228	9132d47905c66c8ad1df391ac753e2ab61a9e2c92977778a6e11ebe52e807228	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	43364b4dffd1	false	false	true	true	false	false	true	true	ok	549	1784516272852835632	1784516272932017770	79.181894	69	1052	263	573	65	190	0	0	0	0	0	64059212	64814008	65406393	0	0	3576915	300097	6441945	3271	135208620	568218	4909	0	0	1324812	111149	2385958	1211	50078374	210455	1818	2699940270	calibrated_monotonic_raw_20ms
asyncs	4194304	23	warm_followup	3	s4194304-g023-warm03	a6ef7a9ac4ec4005af7a9ac4ecc00503	/guest/c2_asyncs_sleep50_r340_s4194304_g023	0.0.1@1784515992617	b51d4ff67abf17ce321f629c7cd676d3b27755366fdb6dcddca7665818d154ac	true	200	present	b2f20a31b0204a5afa190f616f1ebaaee85e01fb1d1132dcb57e6a6b839c8e31	b2f20a31b0204a5afa190f616f1ebaaee85e01fb1d1132dcb57e6a6b839c8e31	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	43364b4dffd1	false	false	true	true	false	false	true	true	ok	550	1784516273195626235	1784516273278125270	82.49897	70	1052	263	573	65	197	0	0	0	0	0	64833199	65554464	66403842	0	0	3485103	285961	6447286	3389	135237341	572659	5692	0	0	1290807	105913	2387936	1255	50089012	212100	2108	2699940270	calibrated_monotonic_raw_20ms
asyncs	4194304	23	warm_followup	4	s4194304-g023-warm04	87ea8d8a199b4afeaa8d8a199b3afeec	/guest/c2_asyncs_sleep50_r340_s4194304_g023	0.0.1@1784515992617	b51d4ff67abf17ce321f629c7cd676d3b27755366fdb6dcddca7665818d154ac	true	200	present	8d1a34d9864b76c4aa965c24346695492101b8729f43a1138c4609fc1d45eb46	8d1a34d9864b76c4aa965c24346695492101b8729f43a1138c4609fc1d45eb46	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	43364b4dffd1	false	false	true	true	false	false	true	true	ok	551	1784516273544243028	1784516273623853326	79.610282	69	1052	263	573	65	204	0	0	0	0	0	64021191	64706797	65259109	0	0	3566323	285533	6410415	3151	135207213	606980	5760	0	0	1320889	105755	2374280	1167	50077853	224812	2133	2699940270	calibrated_monotonic_raw_20ms
asyncs	4194304	23	warm_followup	5	s4194304-g023-warm05	35977cdd33ff461b977cdd33ff361b5e	/guest/c2_asyncs_sleep50_r340_s4194304_g023	0.0.1@1784515992617	b51d4ff67abf17ce321f629c7cd676d3b27755366fdb6dcddca7665818d154ac	true	200	present	b121bdaef5437743d4391727b1362b0e7bc95a7466e787f1ac5c605cf243ed03	b121bdaef5437743d4391727b1362b0e7bc95a7466e787f1ac5c605cf243ed03	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	43364b4dffd1	false	false	true	true	false	false	true	true	ok	552	1784516273888989750	1784516273972623881	83.634099	69	1052	263	573	65	187	0	0	0	0	0	64099705	64986496	65587891	0	0	3549499	280880	6370520	3471	135207124	573534	5218	0	0	1314658	104031	2359504	1285	50077820	212424	1932	2699940270	calibrated_monotonic_raw_20ms
asyncs	65536	24	fresh_first_use	0	s65536-g024-fresh	537b5751fdd94c71bb5751fdd94c7192	/guest/c2_asyncs_sleep50_r340_s65536_g024	0.0.1@1784515959719	e042d53efeaf85eac51c5834e1d26aad44e828180ec1b2ccec719541863a36fa	true	200	present	6dc2f97a1ae34621cc20571a55d8b90de2db18f82c2ad97f34998d0d038d34f3	6dc2f97a1ae34621cc20571a55d8b90de2db18f82c2ad97f34998d0d038d34f3	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	dfbe1b257458	false	true	false	false	true	true	false	true	ok	553	1784516273979691855	1784516275157562848	1177.871559	1099	1052	263	573	65	999485075	33644682	30525801	2147509	32673685	965809378	64973738	1064841184	1074108112	12228239	123072	7430255	596778	16066810	6355	135385363	1024322	9720	4529056	45583	2751994	221032	5950774	2353	50143607	379385	3600	2699952589	calibrated_monotonic_raw_20ms
asyncs	65536	24	warm_followup	1	s65536-g024-warm01	d8dcd5ad95fe411f9cd5ad95fe311f51	/guest/c2_asyncs_sleep50_r340_s65536_g024	0.0.1@1784515959719	e042d53efeaf85eac51c5834e1d26aad44e828180ec1b2ccec719541863a36fa	true	200	present	ebeec59a5e9594f8c19e1717d3c9fb6213ca108950d1c3deb2ab3e139d3862d2	ebeec59a5e9594f8c19e1717d3c9fb6213ca108950d1c3deb2ab3e139d3862d2	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	dfbe1b257458	false	false	true	true	false	false	true	true	ok	554	1784516275424469258	1784516275498581949	74.113137	62	1052	263	573	65	242	0	0	0	0	0	54463540	54583716	55408727	0	0	3452318	286111	6478882	4255	135231862	642373	5752	0	0	1278658	105968	2399628	1575	50086754	237920	2130	2699952589	calibrated_monotonic_raw_20ms
asyncs	65536	24	warm_followup	2	s65536-g024-warm02	bcfeb5d98c374768beb5d98c37476852	/guest/c2_asyncs_sleep50_r340_s65536_g024	0.0.1@1784515959719	e042d53efeaf85eac51c5834e1d26aad44e828180ec1b2ccec719541863a36fa	true	200	present	3eedba33dd8f07fc9ac8f3dbaab30187e9fa1bfbbece23e8577debf55ca247bc	3eedba33dd8f07fc9ac8f3dbaab30187e9fa1bfbbece23e8577debf55ca247bc	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	dfbe1b257458	false	false	true	true	false	false	true	true	ok	555	1784516275763389112	1784516275836171019	72.782052	60	1052	263	573	65	238	0	0	0	0	0	54587039	54742884	55358910	0	0	3687358	296797	6585999	3521	135227075	638744	6448	0	0	1365712	109926	2439301	1304	50084981	236576	2388	2699952589	calibrated_monotonic_raw_20ms
asyncs	65536	24	warm_followup	3	s65536-g024-warm03	18bedbcf74184decbedbcf74187dec56	/guest/c2_asyncs_sleep50_r340_s65536_g024	0.0.1@1784515959719	e042d53efeaf85eac51c5834e1d26aad44e828180ec1b2ccec719541863a36fa	true	200	present	db9eeef510052a6dd285fff33d1404e9cc2e401c2feedab9716bb0a8c5527ea2	db9eeef510052a6dd285fff33d1404e9cc2e401c2feedab9716bb0a8c5527ea2	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	dfbe1b257458	false	false	true	true	false	false	true	true	ok	556	1784516276101269118	1784516276175991222	74.722258	60	1052	263	573	65	459	0	0	0	0	0	54468862	54596039	55187081	0	0	3492216	267412	6508345	3653	135226961	575789	5664	0	0	1293436	99043	2410540	1352	50084939	213258	2097	2699952589	calibrated_monotonic_raw_20ms
asyncs	65536	24	warm_followup	4	s65536-g024-warm04	4efe062f9a97476ebe062f9a97b76ea2	/guest/c2_asyncs_sleep50_r340_s65536_g024	0.0.1@1784515959719	e042d53efeaf85eac51c5834e1d26aad44e828180ec1b2ccec719541863a36fa	true	200	present	8c0b7dbef0eaacec7c639e92f9e93f4b1b86acb802861b92b537123e236ef548	8c0b7dbef0eaacec7c639e92f9e93f4b1b86acb802861b92b537123e236ef548	match	ok	match	1024	34b059c2ead4f813a03fde62d32a81cd42dc6c6a8dbf9325c00af66eff16e38d	match	dfbe1b257458	false	false	true	true	false	false	true	true	ok	557	1784516276182707417	1784516276252485549	69.778237	59	1052	263	573	65	218	0	0	0	0	0	54483786	54589341	55164085	0	0	3531824	279259	6538117	3658	135218233	621667	5665	0	0	1308105	103431	2421567	1354	50081706	230251	2098	2699952589	calibrated_monotonic_raw_20ms
