profile	phase	artifact_size_bytes	fresh_group	lifecycle	logical_request_id	request_rid	action_revision	measurement_sequence	activation_attempt	activation_id	client_start_unix_ns	client_end_unix_ns	client_elapsed_ms	blocking_http_status	activation_get_http_status	platform_duration_ms	platform_start_ms	platform_end_ms	terminal_success	outcome	retry_disposition	measurement_role	failure_summary
reusable-concurrency	revision_rotation_fresh	16777216	6	fresh_first_use	s16777216-g006-fresh	82b193003050aeaa17ad3f2906ea18db8a8e7cad1a9a47b09829cd8c95ccfedf	0.0.1@1785095597414	1	1	40b206d5824041a7b206d58240e1a7be	1785095601357497642	1785095618624853731	17267.356111	200	200	1046	1785095617421	1785095618467	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	6	warm_followup	s16777216-g006-warm1	aeb04d250b6b3f435d653bae5caf78a273f0cdb80c4dc2a9777d076fd54eb9da	0.0.1@1785095597414	2	1	e4082c4edab049da882c4edab069dada	1785095618703023710	1785095618855461429	152.437709	200	200	79	1785095618765	1785095618844	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	6	warm_followup	s16777216-g006-warm2	59fc2f4aecb5f940ea0898b2869687e08bd940365671d5325848838b349f755d	0.0.1@1785095597414	3	1	ad516e8610484ed5916e861048bed570	1785095618897665822	1785095619052303243	154.637508	200	200	88	1785095618945	1785095619033	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	6	warm_followup	s16777216-g006-warm3	c341b5ea020f22ba3c72fc79e5d165f7ccb5abe35c0abf6634ba1ebc264b1632	0.0.1@1785095597414	4	1	3d7d1c52cbc1437fbd1c52cbc1037f83	1785095619098562939	1785095619277469324	178.906632	200	200	116	1785095619144	1785095619260	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	6	warm_followup	s16777216-g006-warm4	d7d4ba31721043255a344600d9b5f906b244cefff7513934fc60009017f387a1	0.0.1@1785095597414	5	1	8eddcbdf612644a79dcbdf6126c4a7ba	1785095619336027984	1785095619499856373	163.828436	200	200	92	1785095619396	1785095619488	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	6	warm_followup	s16777216-g006-warm5	328a3c2142fd21fdc7b73e610ecade49077de8e5d011a4aa9ab4302792bba07b	0.0.1@1785095597414	6	1	b6a7fd4f0a984b4ba7fd4f0a984b4b70	1785095619531781200	1785095619670601439	138.820305	200	200	79	1785095619567	1785095619646	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_fresh	16777216	7	fresh_first_use	s16777216-g007-fresh	06a797bd614d01bdfc58a5141c6062e23011bf5cf7a9cf628375cd5608db3b1a	0.0.2@1785095621059	7	1	5205eaae454145b185eaae454115b140	1785095624119641417	1785095631331944823	7212.303340	200	200	817	1785095630500	1785095631317	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	7	warm_followup	s16777216-g007-warm1	7efa083973a84d9d51f593ecf9b6ddc9c06e157acef56eac77c540fbc00cfdea	0.0.2@1785095621059	8	1	396a8861924a4da1aa8861924a4da14d	1785095631379450816	1785095631545908557	166.456852	200	200	71	1785095631433	1785095631504	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	7	warm_followup	s16777216-g007-warm2	7220513fd02df0259773f8394f160b123a306bf879d9e5866206138f59bea2cb	0.0.2@1785095621059	9	1	cf3975a47d0244e6b975a47d02a4e65d	1785095631565066570	1785095631731236200	166.169871	200	200	92	1785095631608	1785095631700	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	7	warm_followup	s16777216-g007-warm3	641c842a00d770cdd631ad6fad2777febb634d3e8f3b14c621411a8e0c8a8ae0	0.0.2@1785095621059	10	1	05c30fd2c5cd448b830fd2c5cda48b3a	1785095631763723555	1785095631926273639	162.545518	200	200	87	1785095631802	1785095631889	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	7	warm_followup	s16777216-g007-warm4	25ec07ac5f7b7f24deff3108f4411f7a50973e0d2a0f98c163935e8eecd9f8cf	0.0.2@1785095621059	11	1	96f746be23744e7fb746be23749e7fbf	1785095631965923319	1785095632116691121	150.768064	200	200	73	1785095632011	1785095632084	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	7	warm_followup	s16777216-g007-warm5	6de2c503a5ef962e1c007c98eb1f154467048d7a25470b4ae43d60e5ed5a58cf	0.0.2@1785095621059	12	1	b75f71097f734f659f71097f73ff6587	1785095632137721530	1785095632291561173	153.840040	200	200	84	1785095632184	1785095632268	true	execution_path_accepted	not_applicable	measured_logical_request	
