artifact_size_bytes	fresh_group	action_name	phase	poll_index	observed_unix_ns	bridge_ready_url	active	capacity	container_identities_json
16777216	6	c2-reusable-16m-r377-g006-g007	initial_baseline_idle_ready	1	1785095594456452576	http://host_131215316a:19200/ready	4	8	"[""419456aeab3e49bb2532b76be9c20d26903b5084757d2a803750fd4839fa4e60"",""7362260eac166a9e98c054b35704f289518bbc61803436d462d1273273f5bff4"",""d967f1e522cd5e3ad364d3528ab039785cb50a900ad6fc3a554329eeaa880287"",""f29a1992c0bbc87b0bcb1baad753500ee158408aff2caa242967263e8da7c19d""]"
16777216	6	c2-reusable-16m-r377-g006-g007	initial_baseline_idle_ready	1	1785095594456452576	http://host_8f92d23d2a:19200/ready	4	8	"[""61ba1de1929c9d65c9851d06d08022988dde827f6b7ddfeb476a1e4f61732e3a"",""9b6a564ab3e6c6ba71c35a7690d531f4940da9e55fa01ee3ed40e1341d5f6bb0"",""a871a9798c7c1031b325e72c083cb8353af8e088aed27a3402ddd14364b88ae1"",""bf785263a04c62014f02f9b788900b33dd2deaf270431ab8a51834daddf8ae2c""]"
16777216	6	c2-reusable-16m-r377-g006-g007	initial_baseline_idle_ready	1	1785095594456452576	http://host_20da272088:19200/ready	4	8	"[""771191a41b663ce45f59ca015a75c16da958db919ee5692c9a01a0f5adadf282"",""99b3b04186636766f70b3d986f1015c6f7441fa48e9b6a0ce9321654c89fb2f3"",""c24e7dde12c6861a7716c13b5ad899075d8b8d39f2ebcc8f44697a8b8e4dfdbc"",""da7cfa172a7bca2b37cd8cac7a0174e2d4acb21cc76bb805990af9045c206e6f""]"
16777216	6	c2-reusable-16m-r377-g006-g007	post_fresh	1	1785095618702917284	http://host_131215316a:19200/ready	5	8	"[""419456aeab3e49bb2532b76be9c20d26903b5084757d2a803750fd4839fa4e60"",""7362260eac166a9e98c054b35704f289518bbc61803436d462d1273273f5bff4"",""99605c42324e1ec341a68cad4234c38369cb3558e41300536c421271d9bf297d"",""d967f1e522cd5e3ad364d3528ab039785cb50a900ad6fc3a554329eeaa880287"",""f29a1992c0bbc87b0bcb1baad753500ee158408aff2caa242967263e8da7c19d""]"
16777216	6	c2-reusable-16m-r377-g006-g007	post_fresh	1	1785095618702917284	http://host_8f92d23d2a:19200/ready	4	8	"[""61ba1de1929c9d65c9851d06d08022988dde827f6b7ddfeb476a1e4f61732e3a"",""9b6a564ab3e6c6ba71c35a7690d531f4940da9e55fa01ee3ed40e1341d5f6bb0"",""a871a9798c7c1031b325e72c083cb8353af8e088aed27a3402ddd14364b88ae1"",""bf785263a04c62014f02f9b788900b33dd2deaf270431ab8a51834daddf8ae2c""]"
16777216	6	c2-reusable-16m-r377-g006-g007	post_fresh	1	1785095618702917284	http://host_20da272088:19200/ready	4	8	"[""771191a41b663ce45f59ca015a75c16da958db919ee5692c9a01a0f5adadf282"",""99b3b04186636766f70b3d986f1015c6f7441fa48e9b6a0ce9321654c89fb2f3"",""c24e7dde12c6861a7716c13b5ad899075d8b8d39f2ebcc8f44697a8b8e4dfdbc"",""da7cfa172a7bca2b37cd8cac7a0174e2d4acb21cc76bb805990af9045c206e6f""]"
16777216	6	c2-reusable-16m-r377-g006-g007	post_measurement	1	1785095619696243748	http://host_131215316a:19200/ready	5	8	"[""419456aeab3e49bb2532b76be9c20d26903b5084757d2a803750fd4839fa4e60"",""7362260eac166a9e98c054b35704f289518bbc61803436d462d1273273f5bff4"",""99605c42324e1ec341a68cad4234c38369cb3558e41300536c421271d9bf297d"",""d967f1e522cd5e3ad364d3528ab039785cb50a900ad6fc3a554329eeaa880287"",""f29a1992c0bbc87b0bcb1baad753500ee158408aff2caa242967263e8da7c19d""]"
16777216	6	c2-reusable-16m-r377-g006-g007	post_measurement	1	1785095619696243748	http://host_8f92d23d2a:19200/ready	4	8	"[""61ba1de1929c9d65c9851d06d08022988dde827f6b7ddfeb476a1e4f61732e3a"",""9b6a564ab3e6c6ba71c35a7690d531f4940da9e55fa01ee3ed40e1341d5f6bb0"",""a871a9798c7c1031b325e72c083cb8353af8e088aed27a3402ddd14364b88ae1"",""bf785263a04c62014f02f9b788900b33dd2deaf270431ab8a51834daddf8ae2c""]"
16777216	6	c2-reusable-16m-r377-g006-g007	post_measurement	1	1785095619696243748	http://host_20da272088:19200/ready	4	8	"[""771191a41b663ce45f59ca015a75c16da958db919ee5692c9a01a0f5adadf282"",""99b3b04186636766f70b3d986f1015c6f7441fa48e9b6a0ce9321654c89fb2f3"",""c24e7dde12c6861a7716c13b5ad899075d8b8d39f2ebcc8f44697a8b8e4dfdbc"",""da7cfa172a7bca2b37cd8cac7a0174e2d4acb21cc76bb805990af9045c206e6f""]"
16777216	7	c2-reusable-16m-r377-g006-g007	revision_baseline	1	1785095619696699224	http://host_131215316a:19200/ready	5	8	"[""419456aeab3e49bb2532b76be9c20d26903b5084757d2a803750fd4839fa4e60"",""7362260eac166a9e98c054b35704f289518bbc61803436d462d1273273f5bff4"",""99605c42324e1ec341a68cad4234c38369cb3558e41300536c421271d9bf297d"",""d967f1e522cd5e3ad364d3528ab039785cb50a900ad6fc3a554329eeaa880287"",""f29a1992c0bbc87b0bcb1baad753500ee158408aff2caa242967263e8da7c19d""]"
