schema_version	profile	child_id	phase	attempted_count	submitted_count	terminal_success_count	failed_count	not_submitted_count	full_output_verified_count	store_ack_count	warm_eligible_count	analysis_selected_count	total_latency_mean_ms	total_latency_p50_ms	total_latency_p95_ms	couchdb_save_mean_ms	profile_input_mean_ms	profile_workload_mean_ms	profile_output_mean_ms	profile_outer_mean_ms	quality_gate_status	quality_gate_reasons	artifact_classification	acceptance_status
e3-v2-reusable-round-summary-v1	reusable-concurrency	round-365	measured	700	700	700	0	0	700	700	699	699	442.904228	85.776773	2091.406868	91.331897			2.808574	39.683529	pass	all_submitted_requests_terminal_and_event_complete;warm_filter_excluded=1	owner_candidate_formal_e3_v2_complete	not_reviewed
