schema_version	profile	workload_id	expected_count	submitted_count	terminal_success_count	output_verified_count	store_ack_count	warm_eligible_count	init_excluded_count	selected_warm_count	target_warm_samples	warm_target_status	low_contention_filter_status	worker_mapping_status	same_worker_concurrent_excluded_count	same_worker_concurrent_excluded_fraction	workload_compute_overlap_status	workload_compute_overlap_diagnostic_count	unique_warm_container_count	measured_request_bytes	measured_result_json_bytes	latency_primary_statistic	latency_ci_method	full_flow_mean_ms	full_flow_ci95_low_ms	full_flow_ci95_high_ms	full_flow_p50_ms	full_flow_p95_ms	blocking_p50_ms	blocking_p95_ms	blocking_mean_ms	blocking_ci95_low_ms	blocking_ci95_high_ms	workload_mean_ms	workload_ci95_low_ms	workload_ci95_high_ms	workload_p50_ms	workload_p95_ms	wait_p50_ms	wait_p95_ms	wait_mean_ms	wait_ci95_low_ms	wait_ci95_high_ms	wait_first_quartile_p50_ms	wait_last_quartile_p50_ms	queue_buildup_status	completion_rate_per_sec	quality_gate_status	artifact_classification	acceptance_status
c5-summary-v1	native	dynamic-html-derived-v1	300	300	300	300	300	299	1	65	100	below_target_advisory	applied	complete_activation_db_save_invoker_join	234	0.78	unavailable_cross_process_clock_domain		2	1024	4096	sample_mean_with_two_sided_student_t_95_ci	student_t_df_n_minus_1	74.1777126923077	69.23042395919084	79.12500142542454	72.800522	106.76792019999999	80.433605	125.4058632	81.93561635384616	75.8862692009189	87.98496350677341	10.754948846153846	10.148476630820083	11.36142106148761	9.82061	17.073491599999997	25.0	64.19999999999999	29.93846153846154	25.607957162393994	34.26896591452908	25.0	24.0	no_sustained_buildup	5.0054747881042365	pass	diagnostic_candidate	not_reviewed
