artifact_size_bytes	fresh_group	action_name	previous_action_revision	action_revision	request_start_unix_ns	fresh_request_end_unix_ns	request_end_unix_ns	baseline_binding_count	post_fresh_binding_count	post_measurement_binding_count	removed_container_identities_json	added_container_identities_json	status
16777216	10	c2-reusable-16m-r379-g010-g011		0.0.1@1785106816794	1785106821854390002	1785106840231546028	1785106841227152675	12	13	13	[]	"[""412a348e3168683c254af4541000491fd1888ac7a0b4177adc2a82898ed388fd""]"	request_group_complete_inventory_observed
16777216	11	c2-reusable-16m-r379-g010-g011	0.0.1@1785106816794	0.0.2@1785106842531	1785106845705293431	1785106853668011225	1785106854575586598	13	13	13	"[""ef9fd0254bf94f94beb0c096a313c25d54fa66f7e6d744479ee4ba02b6d96ea4""]"	"[""ba02b5fa81641f838014216789cbd158f225598e6b692cd7cced116893ca5a0e""]"	request_group_complete_inventory_observed
