artifact_size_bytes	fresh_group	action_name	phase	poll_index	observed_unix_ns	bridge_ready_url	active	capacity	container_identities_json
16777216	10	c2-reusable-16m-r379-g010-g011	initial_baseline_idle_ready	1	1785106812240204546	http://host_131215316a:19200/ready	4	8	"[""5fd4a57f9b2296a27d1c2419aa8c10ddb17febf446311ee5a0a82ad52112c503"",""992714db974ea8894dc9fef38242b5b80b365fa4f6ab24c9ebf66215bc6cca47"",""bf66395416f88c4d5dc7466fc580045f6cdfe5ff490612f2268186620004f78c"",""ef9fd0254bf94f94beb0c096a313c25d54fa66f7e6d744479ee4ba02b6d96ea4""]"
16777216	10	c2-reusable-16m-r379-g010-g011	initial_baseline_idle_ready	1	1785106812240204546	http://host_8f92d23d2a:19200/ready	4	8	"[""102cad05fbd5d8bc28dfb241c82bf0450cc0f7c6afa1bd581a3243285648ae42"",""6b31485226e1971cb57c3a7c1f4008ee1f08a1562fbcd7ffa9a576ef64c4721f"",""7608e54114b524c8683e77be634805ee19e07968aeff38158f8d4c6d8232c8ce"",""ebf33160b11a56d76e8b83aa734a746918ede83194cd6927e43604fe505d8588""]"
16777216	10	c2-reusable-16m-r379-g010-g011	initial_baseline_idle_ready	1	1785106812240204546	http://host_20da272088:19200/ready	4	8	"[""57f88ebb6d5d4451a0b4bb5af5c34257111b78799d9b2ac0de001a27d1bebbcc"",""b23a3ad1cb9872fab44c0c4756643472fee86cbca36f723c9ff533aedeb0847c"",""b829a903a61b12393f0e0cf2903884047b1855f349b4c6051e4585771922a9fa"",""e76071b25b7a83d65dc04f9e2a0d17d7a33f7a3fb36f9a012790a4b70153869a""]"
16777216	10	c2-reusable-16m-r379-g010-g011	post_fresh	1	1785106840236059401	http://host_131215316a:19200/ready	5	8	"[""412a348e3168683c254af4541000491fd1888ac7a0b4177adc2a82898ed388fd"",""5fd4a57f9b2296a27d1c2419aa8c10ddb17febf446311ee5a0a82ad52112c503"",""992714db974ea8894dc9fef38242b5b80b365fa4f6ab24c9ebf66215bc6cca47"",""bf66395416f88c4d5dc7466fc580045f6cdfe5ff490612f2268186620004f78c"",""ef9fd0254bf94f94beb0c096a313c25d54fa66f7e6d744479ee4ba02b6d96ea4""]"
16777216	10	c2-reusable-16m-r379-g010-g011	post_fresh	1	1785106840236059401	http://host_8f92d23d2a:19200/ready	4	8	"[""102cad05fbd5d8bc28dfb241c82bf0450cc0f7c6afa1bd581a3243285648ae42"",""6b31485226e1971cb57c3a7c1f4008ee1f08a1562fbcd7ffa9a576ef64c4721f"",""7608e54114b524c8683e77be634805ee19e07968aeff38158f8d4c6d8232c8ce"",""ebf33160b11a56d76e8b83aa734a746918ede83194cd6927e43604fe505d8588""]"
16777216	10	c2-reusable-16m-r379-g010-g011	post_fresh	1	1785106840236059401	http://host_20da272088:19200/ready	4	8	"[""57f88ebb6d5d4451a0b4bb5af5c34257111b78799d9b2ac0de001a27d1bebbcc"",""b23a3ad1cb9872fab44c0c4756643472fee86cbca36f723c9ff533aedeb0847c"",""b829a903a61b12393f0e0cf2903884047b1855f349b4c6051e4585771922a9fa"",""e76071b25b7a83d65dc04f9e2a0d17d7a33f7a3fb36f9a012790a4b70153869a""]"
16777216	10	c2-reusable-16m-r379-g010-g011	post_measurement	1	1785106841231930898	http://host_131215316a:19200/ready	5	8	"[""412a348e3168683c254af4541000491fd1888ac7a0b4177adc2a82898ed388fd"",""5fd4a57f9b2296a27d1c2419aa8c10ddb17febf446311ee5a0a82ad52112c503"",""992714db974ea8894dc9fef38242b5b80b365fa4f6ab24c9ebf66215bc6cca47"",""bf66395416f88c4d5dc7466fc580045f6cdfe5ff490612f2268186620004f78c"",""ef9fd0254bf94f94beb0c096a313c25d54fa66f7e6d744479ee4ba02b6d96ea4""]"
16777216	10	c2-reusable-16m-r379-g010-g011	post_measurement	1	1785106841231930898	http://host_8f92d23d2a:19200/ready	4	8	"[""102cad05fbd5d8bc28dfb241c82bf0450cc0f7c6afa1bd581a3243285648ae42"",""6b31485226e1971cb57c3a7c1f4008ee1f08a1562fbcd7ffa9a576ef64c4721f"",""7608e54114b524c8683e77be634805ee19e07968aeff38158f8d4c6d8232c8ce"",""ebf33160b11a56d76e8b83aa734a746918ede83194cd6927e43604fe505d8588""]"
16777216	10	c2-reusable-16m-r379-g010-g011	post_measurement	1	1785106841231930898	http://host_20da272088:19200/ready	4	8	"[""57f88ebb6d5d4451a0b4bb5af5c34257111b78799d9b2ac0de001a27d1bebbcc"",""b23a3ad1cb9872fab44c0c4756643472fee86cbca36f723c9ff533aedeb0847c"",""b829a903a61b12393f0e0cf2903884047b1855f349b4c6051e4585771922a9fa"",""e76071b25b7a83d65dc04f9e2a0d17d7a33f7a3fb36f9a012790a4b70153869a""]"
16777216	11	c2-reusable-16m-r379-g010-g011	revision_baseline	1	1785106841232269103	http://host_131215316a:19200/ready	5	8	"[""412a348e3168683c254af4541000491fd1888ac7a0b4177adc2a82898ed388fd"",""5fd4a57f9b2296a27d1c2419aa8c10ddb17febf446311ee5a0a82ad52112c503"",""992714db974ea8894dc9fef38242b5b80b365fa4f6ab24c9ebf66215bc6cca47"",""bf66395416f88c4d5dc7466fc580045f6cdfe5ff490612f2268186620004f78c"",""ef9fd0254bf94f94beb0c096a313c25d54fa66f7e6d744479ee4ba02b6d96ea4""]"
16777216	11	c2-reusable-16m-r379-g010-g011	revision_baseline	1	1785106841232269103	http://host_8f92d23d2a:19200/ready	4	8	"[""102cad05fbd5d8bc28dfb241c82bf0450cc0f7c6afa1bd581a3243285648ae42"",""6b31485226e1971cb57c3a7c1f4008ee1f08a1562fbcd7ffa9a576ef64c4721f"",""7608e54114b524c8683e77be634805ee19e07968aeff38158f8d4c6d8232c8ce"",""ebf33160b11a56d76e8b83aa734a746918ede83194cd6927e43604fe505d8588""]"
16777216	11	c2-reusable-16m-r379-g010-g011	revision_baseline	1	1785106841232269103	http://host_20da272088:19200/ready	4	8	"[""57f88ebb6d5d4451a0b4bb5af5c34257111b78799d9b2ac0de001a27d1bebbcc"",""b23a3ad1cb9872fab44c0c4756643472fee86cbca36f723c9ff533aedeb0847c"",""b829a903a61b12393f0e0cf2903884047b1855f349b4c6051e4585771922a9fa"",""e76071b25b7a83d65dc04f9e2a0d17d7a33f7a3fb36f9a012790a4b70153869a""]"
16777216	11	c2-reusable-16m-r379-g010-g011	post_fresh	1	1785106853672069611	http://host_131215316a:19200/ready	4	8	"[""412a348e3168683c254af4541000491fd1888ac7a0b4177adc2a82898ed388fd"",""5fd4a57f9b2296a27d1c2419aa8c10ddb17febf446311ee5a0a82ad52112c503"",""992714db974ea8894dc9fef38242b5b80b365fa4f6ab24c9ebf66215bc6cca47"",""bf66395416f88c4d5dc7466fc580045f6cdfe5ff490612f2268186620004f78c""]"
16777216	11	c2-reusable-16m-r379-g010-g011	post_fresh	1	1785106853672069611	http://host_8f92d23d2a:19200/ready	5	8	"[""102cad05fbd5d8bc28dfb241c82bf0450cc0f7c6afa1bd581a3243285648ae42"",""6b31485226e1971cb57c3a7c1f4008ee1f08a1562fbcd7ffa9a576ef64c4721f"",""7608e54114b524c8683e77be634805ee19e07968aeff38158f8d4c6d8232c8ce"",""ba02b5fa81641f838014216789cbd158f225598e6b692cd7cced116893ca5a0e"",""ebf33160b11a56d76e8b83aa734a746918ede83194cd6927e43604fe505d8588""]"
16777216	11	c2-reusable-16m-r379-g010-g011	post_fresh	1	1785106853672069611	http://host_20da272088:19200/ready	4	8	"[""57f88ebb6d5d4451a0b4bb5af5c34257111b78799d9b2ac0de001a27d1bebbcc"",""b23a3ad1cb9872fab44c0c4756643472fee86cbca36f723c9ff533aedeb0847c"",""b829a903a61b12393f0e0cf2903884047b1855f349b4c6051e4585771922a9fa"",""e76071b25b7a83d65dc04f9e2a0d17d7a33f7a3fb36f9a012790a4b70153869a""]"
16777216	11	c2-reusable-16m-r379-g010-g011	post_measurement	1	1785106854587629421	http://host_131215316a:19200/ready	4	8	"[""412a348e3168683c254af4541000491fd1888ac7a0b4177adc2a82898ed388fd"",""5fd4a57f9b2296a27d1c2419aa8c10ddb17febf446311ee5a0a82ad52112c503"",""992714db974ea8894dc9fef38242b5b80b365fa4f6ab24c9ebf66215bc6cca47"",""bf66395416f88c4d5dc7466fc580045f6cdfe5ff490612f2268186620004f78c""]"
16777216	11	c2-reusable-16m-r379-g010-g011	post_measurement	1	1785106854587629421	http://host_8f92d23d2a:19200/ready	5	8	"[""102cad05fbd5d8bc28dfb241c82bf0450cc0f7c6afa1bd581a3243285648ae42"",""6b31485226e1971cb57c3a7c1f4008ee1f08a1562fbcd7ffa9a576ef64c4721f"",""7608e54114b524c8683e77be634805ee19e07968aeff38158f8d4c6d8232c8ce"",""ba02b5fa81641f838014216789cbd158f225598e6b692cd7cced116893ca5a0e"",""ebf33160b11a56d76e8b83aa734a746918ede83194cd6927e43604fe505d8588""]"
16777216	11	c2-reusable-16m-r379-g010-g011	post_measurement	1	1785106854587629421	http://host_20da272088:19200/ready	4	8	"[""57f88ebb6d5d4451a0b4bb5af5c34257111b78799d9b2ac0de001a27d1bebbcc"",""b23a3ad1cb9872fab44c0c4756643472fee86cbca36f723c9ff533aedeb0847c"",""b829a903a61b12393f0e0cf2903884047b1855f349b4c6051e4585771922a9fa"",""e76071b25b7a83d65dc04f9e2a0d17d7a33f7a3fb36f9a012790a4b70153869a""]"
