experiment_id	profile	scope	event_code	expected_activation_count	observed_row_count	observed_activation_count	selected_activation_count	invalid_direct_event_count	source_role_mismatch_count	duplicate_activation_count	coverage_status	detail
C5	asyncs	dynamic-html-derived-v1	OW120	300	300	300	300	0	0	0	complete	direct marker coverage complete
C5	asyncs	dynamic-html-derived-v1	OW150	300	300	300	300	0	0	0	complete	direct marker coverage complete
C5	asyncs	dynamic-html-derived-v1	OW260	300	300	300	300	0	0	0	complete	direct marker coverage complete
C5	asyncs	dynamic-html-derived-v1	OW300	300	596	300	300	0	0	296	complete_with_dispatch_duplicates	all OW300 rows preserved; final dispatch selected before OW310
C5	asyncs	dynamic-html-derived-v1	OW310	300	300	300	300	0	0	0	complete	direct marker coverage complete
C5	asyncs	dynamic-html-derived-v1	OW800	300	300	300	300	0	0	0	complete	direct marker coverage complete
