schema_version	profile	artifact_size_bytes	fresh_group	logical_request_id	activation_id	first_result_latency_ms	upload_duration_ms	action_fetch_duration_ms	action_fetch_status	runtime_init_duration_ms	runtime_init_status	kms_key_release_duration_ms	function_key_decap_duration_ms	cfunc_aes_gcm_duration_ms	wasm_load_duration_ms	wasm_instantiate_duration_ms	input_key_decap_duration_ms	input_aes_gcm_duration_ms	workload_core_duration_ms	output_kem_duration_ms	output_aes_gcm_duration_ms	outer_execution_duration_ms	fresh_placement_eligible	phase_evidence_status	gateway_code_queue_wait_duration_ms	gateway_code_service_duration_ms	target_code_decrypt_duration_cycles	target_code_decrypt_status	kms_key_release_status
c2-reusable-phase-breakdown-v1	reusable-concurrency	16777216	6	s16777216-g006-fresh	40b206d5824041a7b206d58240e1a7be	17267.356089	5765.850498		unavailable_no_direct_event		unavailable_no_direct_event								50.171866			50.622017	true	partial_with_explicit_unavailable	0.015875	59.667210	135204161	direct_event_complete	not_applicable_profile_absent
c2-reusable-phase-breakdown-v1	reusable-concurrency	16777216	7	s16777216-g007-fresh	5205eaae454145b185eaae454115b140	7212.303406	3470.223249		unavailable_no_direct_event		unavailable_no_direct_event								51.321461			51.850218	true	partial_with_explicit_unavailable	0.009985	65.322951	141920620	direct_event_complete	not_applicable_profile_absent
