schema_version	profile	artifact_size_bytes	fresh_group	lifecycle	warm_followup_index	logical_request_id	activation_id	action_fqen	action_revision	action_identity_sha256	measurement_sequence	terminal_success	store_evidence_status	rid_status	decrypt_status	workload_status	payload_evidence_status	analysis_eligible	quality_reason	container_hostname	worker_started_this_invocation	kms_contacted	enclave_key_cache_hit	function_cache_hit	cfunc_decrypt_executed	fresh_placement_eligible	warm_reuse_eligible	client_start_unix_ns	client_end_unix_ns	first_result_latency_ms	activation_duration_ms	upload_elapsed_ms	artifact_size_observed_bytes	c_func_bytes	action_zip_bytes	action_fetch_duration_ns	action_fetch_status	runtime_init_duration_ns	runtime_init_status	function_key_decap_duration_ns	cfunc_aes_gcm_duration_ns	wasm_load_duration_ns	wasm_instantiate_duration_ns	input_key_decap_duration_ns	input_aes_gcm_duration_ns	workload_core_duration_ns	output_kem_duration_ns	output_aes_gcm_duration_ns	outer_execution_duration_ns	tsc_hz	tsc_frequency_method	phase_evidence_status	target_binding_id	scheduler_operation	scheduler_warmed	gateway_code_status	gateway_input_status	gateway_result_count	raw_wasm_sha256	code_envelope_bytes	code_envelope_payload_length	gateway_code_queue_wait_ns	gateway_code_service_ns	target_code_decrypt_duration_cycles	target_code_decrypt_status
c2-reusable-attempt-v1	reusable-concurrency	16777216	6	fresh_first_use	0	s16777216-g006-fresh	40b206d5824041a7b206d58240e1a7be	/guest/c2-reusable-16m-r377-g006-g007	0.0.1@1785095597414	045dcec9849e69f2e3b07e3c42c6d36cede875d8d55620ddf23d240bf6238158	1	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:88						true	false	1785095601357497642	1785095618624853731	17267.356089	1046	5765.850498	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50171866			50622017			partial_with_explicit_unavailable	88	CODE_INPUT	false	present	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216	15875	59667210	135204161	direct_event_complete
c2-reusable-attempt-v1	reusable-concurrency	16777216	6	warm_followup	1	s16777216-g006-warm1	e4082c4edab049da882c4edab069dada	/guest/c2-reusable-16m-r377-g006-g007	0.0.1@1785095597414	045dcec9849e69f2e3b07e3c42c6d36cede875d8d55620ddf23d240bf6238158	2	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:88						false	true	1785095618703023710	1785095618855461429	152.437719	79	5765.850498	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50115066			52173665			partial_with_explicit_unavailable	88	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	6	warm_followup	2	s16777216-g006-warm2	ad516e8610484ed5916e861048bed570	/guest/c2-reusable-16m-r377-g006-g007	0.0.1@1785095597414	045dcec9849e69f2e3b07e3c42c6d36cede875d8d55620ddf23d240bf6238158	3	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:88						false	true	1785095618897665822	1785095619052303243	154.637421	88	5765.850498	16777216				unavailable_no_direct_event		unavailable_no_direct_event							55504653			55986166			partial_with_explicit_unavailable	88	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	6	warm_followup	3	s16777216-g006-warm3	3d7d1c52cbc1437fbd1c52cbc1037f83	/guest/c2-reusable-16m-r377-g006-g007	0.0.1@1785095597414	045dcec9849e69f2e3b07e3c42c6d36cede875d8d55620ddf23d240bf6238158	4	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:88						false	true	1785095619098562939	1785095619277469324	178.906385	116	5765.850498	16777216				unavailable_no_direct_event		unavailable_no_direct_event							51004752			54367117			partial_with_explicit_unavailable	88	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	6	warm_followup	4	s16777216-g006-warm4	8eddcbdf612644a79dcbdf6126c4a7ba	/guest/c2-reusable-16m-r377-g006-g007	0.0.1@1785095597414	045dcec9849e69f2e3b07e3c42c6d36cede875d8d55620ddf23d240bf6238158	5	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:88						false	true	1785095619336027984	1785095619499856373	163.828389	92	5765.850498	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50346092			53515897			partial_with_explicit_unavailable	88	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	6	warm_followup	5	s16777216-g006-warm5	b6a7fd4f0a984b4ba7fd4f0a984b4b70	/guest/c2-reusable-16m-r377-g006-g007	0.0.1@1785095597414	045dcec9849e69f2e3b07e3c42c6d36cede875d8d55620ddf23d240bf6238158	6	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:88						false	true	1785095619531781200	1785095619670601439	138.820239	79	5765.850498	16777216				unavailable_no_direct_event		unavailable_no_direct_event							51031135			55826195			partial_with_explicit_unavailable	88	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	7	fresh_first_use	0	s16777216-g007-fresh	5205eaae454145b185eaae454115b140	/guest/c2-reusable-16m-r377-g006-g007	0.0.2@1785095621059	e83d9889e13aab9594401399d3d61029918c958a02fcb61ece5e0fb9a48bd51b	7	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:90						true	false	1785095624119641417	1785095631331944823	7212.303406	817	3470.223249	16777216				unavailable_no_direct_event		unavailable_no_direct_event							51321461			51850218			partial_with_explicit_unavailable	90	CODE_INPUT	false	present	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216	9985	65322951	141920620	direct_event_complete
c2-reusable-attempt-v1	reusable-concurrency	16777216	7	warm_followup	1	s16777216-g007-warm1	396a8861924a4da1aa8861924a4da14d	/guest/c2-reusable-16m-r377-g006-g007	0.0.2@1785095621059	e83d9889e13aab9594401399d3d61029918c958a02fcb61ece5e0fb9a48bd51b	8	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:90						false	true	1785095631379450816	1785095631545908557	166.457741	71	3470.223249	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50765412			54734432			partial_with_explicit_unavailable	90	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	7	warm_followup	2	s16777216-g007-warm2	cf3975a47d0244e6b975a47d02a4e65d	/guest/c2-reusable-16m-r377-g006-g007	0.0.2@1785095621059	e83d9889e13aab9594401399d3d61029918c958a02fcb61ece5e0fb9a48bd51b	9	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:90						false	true	1785095631565066570	1785095631731236200	166.16963	92	3470.223249	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50116717			57085842			partial_with_explicit_unavailable	90	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	7	warm_followup	3	s16777216-g007-warm3	05c30fd2c5cd448b830fd2c5cda48b3a	/guest/c2-reusable-16m-r377-g006-g007	0.0.2@1785095621059	e83d9889e13aab9594401399d3d61029918c958a02fcb61ece5e0fb9a48bd51b	10	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:90						false	true	1785095631763723555	1785095631926273639	162.550084	87	3470.223249	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50239062			51125069			partial_with_explicit_unavailable	90	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
