stage	node	container_id	container_short_id	container_hostname	name	image	image_id	memory_limit_bytes	running	oom_killed	state	physical_classification	terminal_role
after_terminal_drain	host_131215316a	d34537573d6136fb22e88179b2b0d4ca4e56e20a2d07ab968c484bd06d5d58a8	d34537573d61	d34537573d61	wsk00_57_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	2bb514600fff4573b36ce236f5de5afa23a6abbd541df8d31b4056b5da8d29e4	2bb514600fff	2bb514600fff	wsk00_56_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	6ccb672bde4590b22b2760f47948e4e20c1a31eb269e941eba2a793a6d622a48	6ccb672bde45	6ccb672bde45	wsk00_55_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	ed00619a782c146eaf3f3597641d6f60570b78325239efe689585c0a12bbf606	ed00619a782c	ed00619a782c	wsk00_54_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	44e0245ce3339b073a23e376413de68b537998c34a614fde6577f1126c090d68	44e0245ce333	44e0245ce333	wsk00_53_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	4a46e730d85f7d39217e7a5890fa9131940ec059e0d729aff6c69d067d8f8a17	4a46e730d85f	4a46e730d85f	wsk00_52_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	fe2aff7ef4df70b6bfa7303e1ca4103f7bab65ba418aa3c2056a715042cc3e46	fe2aff7ef4df	fe2aff7ef4df	wsk00_51_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	ec2e8c9bfe27114ee8275b52d5e141c11e10461ca273b77a3a317e52da561498	ec2e8c9bfe27	ec2e8c9bfe27	wsk00_50_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	1c5cabbdba76adb109630317f9a8cd1379f4b309b8543e7b70e46f6ea45f9803	1c5cabbdba76	1c5cabbdba76	wsk00_49_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	paused	initial_container_retained	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	bf533ad6e5697b72d141d3581b65ad1c569030687c0b2026eeb93d61fb0c8d76	bf533ad6e569	bf533ad6e569	wsk00_48_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	paused	initial_container_retained	idle_physical_container_not_execution_slot
