experiment_id	segment_id	phase	logical_request_id	attempt_id	activation_id
C3	measured	measured	40	1	cad654d1287145d79654d1287175d76e
C3	measured	measured	41	1	d4d440095fe845099440095fe8e5096f
C3	measured	measured	42	1	56380fb86c9b4b66b80fb86c9b0b66fa
C3	measured	measured	43	1	e1d00915291749e49009152917b9e458
C3	measured	measured	44	1	0aae99a432b94427ae99a432b9b42729
C3	measured	measured	45	1	d84cc54729de440e8cc54729def40ec8
C3	measured	measured	46	1	5860879aab254a9ea0879aab253a9e96
C3	measured	measured	47	1	aea9781bb09a4381a9781bb09a5381d6
C3	measured	measured	48	1	8b37796ea26c40c1b7796ea26c20c143
C3	measured	measured	49	1	c2bc48a4587a4068bc48a4587ae06819
C3	measured	measured	50	1	4d5f5d5b136a409a9f5d5b136ad09a41
C3	measured	measured	51	1	42c853b78ffd42a08853b78ffdb2a0c3
C3	measured	measured	52	1	45c08318b53540b3808318b53550b369
C3	measured	measured	53	1	413bc2a9859f4f99bbc2a9859fef99ea
C3	measured	measured	54	1	0d8f2961adfa48ed8f2961adfa28ed71
C3	measured	measured	55	1	0fff30ce9e19438abf30ce9e19538a1f
C3	measured	measured	56	1	473fbab633f74d21bfbab633f7bd2194
C3	measured	measured	57	1	94580574919645989805749196859832
C3	measured	measured	58	1	c07f5c26c5e44910bf5c26c5e4a91087
C3	measured	measured	59	1	9bea4e3def934bf9aa4e3def93ebf96e
C3	measured	measured	60	1	ce8e1d3560804a968e1d3560808a9694
C3	measured	measured	61	1	9905ed4e88184de585ed4e88181de501
C3	measured	measured	62	1	76524450a1874561924450a187156185
C3	measured	measured	63	1	f79db16b77fc41b39db16b77fc61b32c
C3	measured	measured	64	1	9ad1fb7347874db491fb7347871db4fe
C3	measured	measured	65	1	14453e3a405540d1853e3a405560d1b6
C3	measured	measured	66	1	15b25eebc7c04059b25eebc7c0b05946
C3	measured	measured	67	1	8250630aea63429490630aea6362949b
C3	measured	measured	68	1	0121c4f4aa9b4a3fa1c4f4aa9b3a3fef
C3	measured	measured	69	1	b126051dbef148e6a6051dbef198e6a2
C3	measured	measured	70	1	3f13c97ff1b8494593c97ff1b82945a4
C3	measured	measured	71	1	e5ec4af3da6f4ea5ac4af3da6fbea54a
C3	measured	measured	72	1	836bf6ef4c0042d0abf6ef4c0052d045
C3	measured	measured	73	1	2e46d5c8cd9e44d186d5c8cd9e34d191
C3	measured	measured	74	1	5cde1af19efc476d9e1af19efcc76dd2
C3	measured	measured	75	1	eca508277e4c4ecea508277e4c0ece88
C3	measured	measured	76	1	b87a5914ffd54cbbba5914ffd5ecbb2d
C3	measured	measured	77	1	f1fa42d576934936ba42d57693f936ae
C3	measured	measured	78	1	7ec11a05b8004659811a05b8003659b0
C3	measured	measured	79	1	7b778a19de874432b78a19de87e432e2
C3	measured	measured	80	1	e158919c9e874d0098919c9e875d00e4
C3	measured	measured	81	1	244c0fb3244246828c0fb32442c68277
C3	measured	measured	82	1	be78a34477294e76b8a34477292e76d7
C3	measured	measured	83	1	890cb4c4013846f08cb4c40138c6f02d
C3	measured	measured	84	1	85bcf8918cd8491ebcf8918cd8691ee0
C3	measured	measured	85	1	61e20d8d08984228a20d8d08988228db
C3	measured	measured	86	1	ddd74c5b0bf8431e974c5b0bf8831ebd
C3	measured	measured	87	1	4496fd98431044b996fd984310c4b95b
C3	measured	measured	88	1	c32a00874b0d422aaa00874b0d122adb
C3	measured	measured	89	1	831ae287bbed4e869ae287bbedfe8659
C3	measured	measured	90	1	d5e0a15677d743bea0a15677d7f3be9a
C3	measured	measured	91	1	50e0a3f5231b4f3ca0a3f5231bef3c8c
C3	measured	measured	92	1	6c2f04f3a8634b89af04f3a8634b890e
C3	measured	measured	93	1	ffb7f271ded84b8fb7f271ded86b8fda
C3	measured	measured	94	1	4bf6753861b1448bb6753861b1d48b57
C3	measured	measured	95	1	e409a294eca74bc089a294eca70bc0b0
C3	measured	measured	96	1	d1f54534490249f3b54534490299f381
C3	measured	measured	97	1	4e19aa68b9ef4b3899aa68b9ef8b385a
C3	measured	measured	98	1	d36ec843a5ab441daec843a5abd41db0
C3	measured	measured	99	1	72cdf9bf37a7498f8df9bf37a7698f9f
C3	measured	measured	100	1	40c7c303f9c6404b87c303f9c6004b6a
C3	measured	measured	101	1	efe3504165d64ceaa3504165d6dceab2
C3	measured	measured	102	1	dafad516c2f8490dbad516c2f8890d0c
C3	measured	measured	103	1	b1a32e95c8c2421aa32e95c8c2021af0
C3	measured	measured	104	1	891b34b5da0341849b34b5da03318424
C3	measured	measured	105	1	407c5bb7505a4f67bc5bb7505acf6759
C3	measured	measured	106	1	7037583a9c6b4208b7583a9c6b6208ab
C3	measured	measured	107	1	9b5ac3aaceac4cd99ac3aaceacbcd9ba
C3	measured	measured	108	1	c3d9e49edb38453599e49edb38d53548
C3	measured	measured	109	1	080e0607839e43268e0607839e432687
C3	measured	measured	110	1	40aae4380e674f41aae4380e672f4163
C3	measured	measured	111	1	b24e942a443647a18e942a443657a176
C3	measured	measured	112	1	316bd1f510264937abd1f51026a937ba
C3	measured	measured	113	1	ebcc2875969149698c28759691196990
C3	measured	measured	114	1	0b0b9597540c40cb8b9597540c80cb2a
C3	measured	measured	115	1	1bc3cbced3ae493483cbced3ae393410
C3	measured	measured	116	1	d2549f088a1344b3949f088a13d4b36b
C3	measured	measured	117	1	28a41e27db0d4301a41e27db0d23016b
C3	measured	measured	118	1	8a4cdfc76b5a45fa8cdfc76b5ab5fa90
C3	measured	measured	119	1	f000a405d3be4e3a80a405d3bede3a7e
C3	measured	measured	120	1	62f0e3a6c5ae48feb0e3a6c5ae08feed
C3	measured	measured	121	1	d2846040ca144b5d846040ca141b5d86
C3	measured	measured	122	1	0c96ea13ff4b478096ea13ff4bf78055
C3	measured	measured	123	1	a2e48451a4074fbba48451a4078fbbac
C3	measured	measured	124	1	bb7e0cd1cf72417fbe0cd1cf72917f53
C3	measured	measured	125	1	9beb404396e44e97ab404396e44e97f2
C3	measured	measured	126	1	9cd4682512574b5294682512570b52b3
C3	measured	measured	127	1	8d9e96a1ef4648d79e96a1ef4668d736
C3	measured	measured	128	1	bc95e60ee0d4418295e60ee0d4218288
C3	measured	measured	129	1	33d556e6f9c94f2b9556e6f9c9ef2b38
C3	measured	measured	130	1	d12f2291cf554538af2291cf55a5386c
C3	measured	measured	131	1	8e5c872c0c0542eb9c872c0c05e2ebe2
C3	measured	measured	132	1	1f70c36cb53b4158b0c36cb53bb1584a
C3	measured	measured	133	1	30ca753553424dfe8a753553422dfe2d
C3	measured	measured	134	1	bdba8045ea034ddaba8045ea03edda58
C3	measured	measured	135	1	3db8f670a4f8469eb8f670a4f8b69ef1
C3	measured	measured	136	1	f98b2d6a0678458f8b2d6a0678958f15
C3	measured	measured	137	1	2d6d25eb33e340b4ad25eb33e3f0b406
C3	measured	measured	138	1	73e3e0d6ef7041dda3e0d6ef7091dd23
C3	measured	measured	139	1	229cd095158c4f959cd095158c8f956f
C3	measured	measured	140	1	10ae07e89e914c65ae07e89e918c65cc
C3	measured	measured	141	1	05729cff466d4cf0b29cff466d6cf0f2
C3	measured	measured	142	1	aec549982dd44fdf8549982dd4efdf68
C3	measured	measured	143	1	31fd05b937a34238bd05b937a3f23803
C3	measured	measured	144	1	9975b88dc1d748e4b5b88dc1d728e4e7
C3	measured	measured	145	1	dec3a7a5665d486083a7a5665df8609a
C3	measured	measured	146	1	6d6133bc6f23436fa133bc6f23e36f5a
C3	measured	measured	147	1	a309de1022954c4189de102295ec4188
C3	measured	measured	148	1	c78c7c9a292e47698c7c9a292ef769a3
C3	measured	measured	149	1	3a83a3405b704edb83a3405b70aedb01
C3	measured	measured	150	1	811f377e4d8341239f377e4d834123e5
C3	measured	measured	151	1	8472b5089ad84b8fb2b5089ad8db8f1b
C3	measured	measured	152	1	75d938d3769c4c479938d3769c0c47fa
C3	measured	measured	153	1	5175dbcba6554260b5dbcba65522609f
C3	measured	measured	154	1	951e28d2e0d243c19e28d2e0d293c164
C3	measured	measured	155	1	e18ab6a5e1aa44bb8ab6a5e1aa24bb03
C3	measured	measured	156	1	8bb912c3c6f94d80b912c3c6f98d8001
C3	measured	measured	157	1	d77d11a934b64009bd11a934b6c009cb
C3	measured	measured	158	1	7a73d8e74506453bb3d8e74506053bf0
C3	measured	measured	159	1	a55a43d66ad242939a43d66ad27293f4
C3	measured	measured	160	1	bc55797288844f939579728884ff93d8
C3	measured	measured	161	1	20cd0165016549e38d01650165e9e3d4
C3	measured	measured	162	1	8b4164c1389243f78164c13892e3f764
C3	measured	measured	163	1	e086ca72f6424e3486ca72f642ae34ac
C3	measured	measured	164	1	6c425630e77f4991825630e77fe99176
C3	measured	measured	165	1	d89dd47cbf2a49c59dd47cbf2ad9c515
C3	measured	measured	166	1	41811105246f40dd811105246f80dd22
C3	measured	measured	167	1	d1463c0d916a43a9863c0d916ab3a99c
C3	measured	measured	168	1	4aa3354bcb664f8fa3354bcb661f8f6d
C3	measured	measured	169	1	1d33362d9e5e4094b3362d9e5e3094c5
C3	measured	measured	170	1	1cd2596f82064e6392596f8206fe63df
C3	measured	measured	171	1	ed7871dd4933432cb871dd4933732c3d
C3	measured	measured	172	1	a24bbe9566444a9f8bbe9566442a9f72
C3	measured	measured	173	1	272a16355c3c4212aa16355c3c0212df
C3	measured	measured	174	1	1129642229454144a964222945b1443d
C3	measured	measured	175	1	fcaea980251a4deaaea980251a9dea04
C3	measured	measured	176	1	5f38f9f3356e44afb8f9f3356e64af38
C3	measured	measured	177	1	034e6ca5d89143e78e6ca5d891b3e7ad
C3	measured	measured	178	1	eaef8fdd8c21457aaf8fdd8c21557a67
C3	measured	measured	179	1	a4b35f2ffca6456ab35f2ffca6856a27
C3	measured	measured	180	1	8c4e0ce4c78b4d0a8e0ce4c78b1d0aff
C3	measured	measured	181	1	447c681672af4b99bc681672afab9939
C3	measured	measured	182	1	d0c7f6804e9f450787f6804e9f050746
C3	measured	measured	183	1	89998fa82921428b998fa82921928b9a
C3	measured	measured	184	1	8b25d91325394f2aa5d91325399f2a59
C3	measured	measured	185	1	8dfce84453074555bce8445307c5550c
C3	measured	measured	186	1	25a046a54d76447ba046a54d76d47bb0
C3	measured	measured	187	1	e0d3cccc27254e8993cccc27257e89a3
C3	measured	measured	188	1	a9ac4a29d5f94a65ac4a29d5f97a650a
C3	measured	measured	189	1	04bcb2bcac5449dfbcb2bcac5489dff7
C3	measured	measured	190	1	f70fa4bd678a499c8fa4bd678ab99cbc
C3	measured	measured	191	1	1240867054d04c3c80867054d06c3c3a
C3	measured	measured	192	1	01f3a80fb00a4decb3a80fb00addec6f
C3	measured	measured	193	1	a809a3ff7a98465c89a3ff7a98b65cdf
C3	measured	measured	194	1	decc9d6cdf59433d8c9d6cdf59233dff
C3	measured	measured	195	1	8d707647909646d6b07647909666d626
C3	measured	measured	196	1	91057c4fa5d04adf857c4fa5d05adfcf
C3	measured	measured	197	1	14a343f8fa6f4818a343f8fa6fe818ed
C3	measured	measured	198	1	84bb1e82db1447d9bb1e82db1407d95a
C3	measured	measured	199	1	b20d64846cae4bc38d64846cae8bc376
C3	measured	measured	200	1	80245d0f14a64973a45d0f14a6b97386
C3	measured	measured	201	1	63011e4d79d44a90811e4d79d40a906f
C3	measured	measured	202	1	829f35d4278c48659f35d4278c18655d
C3	measured	measured	203	1	a79e283d93a94a2c9e283d93a97a2c2f
C3	measured	measured	204	1	1e02080a34fd489d82080a34fd189dbf
C3	measured	measured	205	1	8b8988c12f1742418988c12f17e24168
C3	measured	measured	206	1	c6925aba045143e0925aba045113e0ed
C3	measured	measured	207	1	25716fb23c8a4d6bb16fb23c8a3d6b97
C3	measured	measured	208	1	98eaf453bd9a43adaaf453bd9a53add2
C3	measured	measured	209	1	f78c01084cc641f68c01084cc691f677
C3	measured	measured	210	1	dc266992bd72487ba66992bd72c87bda
C3	measured	measured	211	1	6e829a73484442d1829a734844c2d1cc
C3	measured	measured	212	1	a25dc3da018743b49dc3da0187d3b4b1
C3	measured	measured	213	1	06d07c80ffad45ae907c80ffadd5ae1e
C3	measured	measured	214	1	3ff3cb7be67f45ffb3cb7be67fc5ff75
C3	measured	measured	215	1	cd20e433ab7a4d6ba0e433ab7a1d6b62
C3	measured	measured	216	1	d974ade177b94718b4ade177b9e71894
C3	measured	measured	217	1	60145ba6c26e4aba945ba6c26e3aba82
C3	measured	measured	218	1	8a54cdb32e954a0b94cdb32e95ba0b15
C3	measured	measured	219	1	7bd10527fdac4d4f910527fdacbd4f5d
C3	measured	measured	220	1	2fc07dfd48dc4f80807dfd48dcaf80df
C3	measured	measured	221	1	6cf0521df5c346f5b0521df5c346f5ce
C3	measured	measured	222	1	3ccec88cb459420b8ec88cb459220bc7
C3	measured	measured	223	1	a2fe9bea2f854f35be9bea2f85ff35fc
C3	measured	measured	224	1	e235859915664230b58599156682302d
C3	measured	measured	225	1	beed36f785f74f6bad36f785f70f6b58
C3	measured	measured	226	1	e5199c2887a34d5e999c2887a3cd5e70
C3	measured	measured	227	1	07f443c9116a4323b443c9116a332379
C3	measured	measured	228	1	a8fc7b27eda5406ebc7b27eda5506efe
C3	measured	measured	229	1	d24aa76a660849a88aa76a6608e9a88a
C3	measured	measured	230	1	d627335be8084e40a7335be8084e40b2
C3	measured	measured	231	1	1bd39ef6873e4f4c939ef6873e9f4cc7
C3	measured	measured	232	1	f854136f9ec94ae894136f9ec97ae879
C3	measured	measured	233	1	4d033e815fb44441833e815fb4f441f0
C3	measured	measured	234	1	922de3a8d57c4bf6ade3a8d57cfbf690
C3	measured	measured	235	1	5cf1015bfd8e419eb1015bfd8e319eba
C3	measured	measured	236	1	85de4380c20d421a9e4380c20df21acf
C3	measured	measured	237	1	31e020f781dd4a87a020f781dd9a87aa
C3	measured	measured	238	1	5c1fdb0423b04ffd9fdb0423b03ffd85
C3	measured	measured	239	1	d71a92b53ae24d719a92b53ae20d71ad
C3	measured	measured	240	1	461a82a25658471d9a82a25658e71da7
C3	measured	measured	241	1	4f30a03595574012b0a0359557d01277
C3	measured	measured	242	1	8aa94f4bb66c4de8a94f4bb66cbde867
C3	measured	measured	243	1	9d748659f4ee446cb48659f4eeb46c1f
C3	measured	measured	244	1	724998982f2d43458998982f2d0345aa
C3	measured	measured	245	1	417bfea7021c4b97bbfea7021c6b9795
C3	measured	measured	246	1	f0edb179ddab4cc6adb179ddab4cc663
C3	measured	measured	247	1	14a7fff5d9344f37a7fff5d9340f3721
C3	measured	measured	248	1	74d79789d6a34971979789d6a349712c
C3	measured	measured	249	1	72503f137fb946fb903f137fb9c6fbb2
C3	measured	measured	250	1	833aba26f7e14c6ababa26f7e11c6ae0
C3	measured	measured	251	1	388b38bb89df4d598b38bb89dffd5976
C3	measured	measured	252	1	2c583731584a4b2d983731584abb2d37
C3	measured	measured	253	1	465cc2bfe52a463b9cc2bfe52ad63bbf
C3	measured	measured	254	1	005dd818003e4e1f9dd818003e7e1f62
C3	measured	measured	255	1	90a58df7c8e04989a58df7c8e0298961
C3	measured	measured	256	1	3a22e2a1743d4c88a2e2a1743d5c88b7
C3	measured	measured	257	1	70a58aa5ce5a4989a58aa5ce5a298955
C3	measured	measured	258	1	de894e52410348b3894e524103f8b3fe
C3	measured	measured	259	1	c4e610809bd54e4fa610809bd5de4f77
C3	measured	measured	260	1	83f28671a154471fb28671a154d71f32
C3	measured	measured	261	1	3ad34db347a2496a934db347a2296ab4
C3	measured	measured	262	1	5d8e0d8f808c42b68e0d8f808cf2b6f8
C3	measured	measured	263	1	e970bcd1d4f84f3eb0bcd1d4f8ef3e3d
C3	measured	measured	264	1	db033214f28141ca833214f28121ca7f
C3	measured	measured	265	1	b5bc949751094d32bc94975109cd32d0
C3	measured	measured	266	1	20a007c0f2964473a007c0f296e47382
C3	measured	measured	267	1	d1e440e1c5274186a440e1c527718615
C3	measured	measured	268	1	7669a52da0af4a33a9a52da0af5a3356
C3	measured	measured	269	1	1eaaec5559ec4132aaec5559ec81325c
C3	measured	measured	270	1	2e53ce015eb0467293ce015eb076727d
C3	measured	measured	271	1	ce7853da22784c6cb853da2278bc6c02
C3	measured	measured	272	1	bedd8b661b2047279d8b661b20c7278d
C3	measured	measured	273	1	005d412056384cd29d412056389cd2c9
C3	measured	measured	274	1	103392ab33c043a5b392ab33c0c3a575
C3	measured	measured	275	1	ccfca93a4b004100bca93a4b00f100f8
C3	measured	measured	276	1	0237411beb474443b7411beb4744433c
C3	measured	measured	277	1	c377ab0a52e649e6b7ab0a52e6d9e6f3
C3	measured	measured	278	1	ef690669f8394128a90669f839212884
C3	measured	measured	279	1	ef39bcee9d9d4d32b9bcee9d9d4d32f2
C3	measured	measured	280	1	845c2ece433744d59c2ece433794d5e0
C3	measured	measured	281	1	723b38f8a1504a4fbb38f8a150fa4fd1
C3	measured	measured	282	1	2f6be87a307e4c31abe87a307e2c3125
C3	measured	measured	283	1	fedc97a2e7c24c649c97a2e7c2fc6455
C3	measured	measured	284	1	73408ce0524644b9808ce0524664b948
C3	measured	measured	285	1	dc667cc674b8480da67cc674b8d80dd4
C3	measured	measured	286	1	13b446eb4dfe43d0b446eb4dfed3d036
C3	measured	measured	287	1	c0cfae5fe46d47a68fae5fe46d17a61e
C3	measured	measured	288	1	33c48e8446514dbb848e8446512dbbf3
C3	measured	measured	289	1	179f9a1990fd42289f9a1990fd72287a
C3	measured	measured	290	1	c6f56525ef194effb56525ef19beffe4
C3	measured	measured	291	1	504028a89dfe4f628028a89dfe8f6264
C3	measured	measured	292	1	00ebb1253e3245edabb1253e32c5ede4
C3	measured	measured	293	1	b5673491824c4435a73491824c74358b
C3	measured	measured	294	1	bd7e7df643b34c0bbe7df643b3dc0b37
C3	measured	measured	295	1	d234b279533645c0b4b279533685c0f6
C3	measured	measured	296	1	092b41fd24694873ab41fd2469387365
C3	measured	measured	297	1	0f891f84d4ce4b33891f84d4cecb330a
C3	measured	measured	298	1	134030f1d4694a658030f1d4690a6571
C3	measured	measured	299	1	9552f86a83af410892f86a83afc108b0
C3	measured	measured	300	1	00b41261970849b9b412619708f9b9ae
C3	measured	measured	301	1	c51ce732025644279ce7320256242705
C3	measured	measured	302	1	3ae1d3c7899f467aa1d3c7899f667a0f
C3	measured	measured	303	1	8bd13ed4542247cd913ed4542267cda1
C3	measured	measured	304	1	addaff0eb6c54ef59aff0eb6c5fef5fe
C3	measured	measured	305	1	3e3989bab0174845b989bab017484507
C3	measured	measured	306	1	b688e7ddc7b5494d88e7ddc7b5694d86
C3	measured	measured	307	1	9e498140e44f4e26898140e44f6e2650
C3	measured	measured	308	1	5674b5a099214992b4b5a09921f99265
C3	measured	measured	309	1	cb027932929e4b34827932929efb340a
C3	measured	measured	310	1	a2ed72d0ef684dbfad72d0ef686dbfb7
C3	measured	measured	311	1	ae0a0df5a5274a798a0df5a5279a79a6
C3	measured	measured	312	1	10ddc1459a1b4fce9dc1459a1b2fce2a
C3	measured	measured	313	1	c87b146b903543b6bb146b903593b609
C3	measured	measured	314	1	783d6f00348642b6bd6f003486b2b6b7
C3	measured	measured	315	1	55b79d73d1f94b3db79d73d1f9fb3ddc
C3	measured	measured	316	1	a0787beb718b44e8b87beb718ba4e81b
C3	measured	measured	317	1	b1bac20f8c6f4c8bbac20f8c6f1c8b45
C3	measured	measured	318	1	a7b24a2109414b4cb24a210941cb4c1e
C3	measured	measured	319	1	13c264655b0c47e78264655b0c77e7a4
C3	measured	measured	320	1	f2937f28be784463937f28be78e4637d
C3	measured	measured	321	1	b09b116bd530440d9b116bd530740d84
C3	measured	measured	322	1	69e22411e5e24f99a22411e5e22f9969
C3	measured	measured	323	1	3648505a05f84fab88505a05f83fab8e
C3	measured	measured	324	1	39b2b3b29ace45e1b2b3b29aceb5e1b8
C3	measured	measured	325	1	5eaba2022b4046d0aba2022b4056d073
C3	measured	measured	326	1	65d2727ad76b43a092727ad76b53a094
C3	measured	measured	327	1	d0bd815775a643d8bd815775a663d8fb
C3	measured	measured	328	1	cb58dfae9c27477698dfae9c27e776a0
C3	measured	measured	329	1	1b417b8c0fc64774817b8c0fc64774ba
C3	measured	measured	330	1	931124a6cec247879124a6cec247871b
C3	measured	measured	331	1	82a2c10371c8492ea2c10371c8e92ed8
C3	measured	measured	332	1	b2c8d899efee45b788d899efee55b74c
C3	measured	measured	333	1	fbdb739636d8409d9b739636d8009d6a
C3	measured	measured	334	1	eaaa8014bcd34238aa8014bcd3b238fc
C3	measured	measured	335	1	abfb4192ff144929bb4192ff14792900
C3	measured	measured	336	1	7eb768fe249e4c7bb768fe249edc7b6e
C3	measured	measured	337	1	833d094bad124148bd094bad12c14860
C3	measured	measured	338	1	a7063b904bb8483d863b904bb8d83d4a
C3	measured	measured	339	1	62b00f4b8b404c0eb00f4b8b40ac0e8a
C3	measured	measured	340	1	8f404fdda5214661804fdda52106616e
C3	measured	measured	341	1	6f41180f747c48c481180f747c28c4f0
C3	measured	measured	342	1	93183769607449139837696074b9132f
C3	measured	measured	343	1	52d0a9fb77a948ca90a9fb77a9e8ca0e
C3	measured	measured	344	1	ac01745f872f4ff281745f872feff245
C3	measured	measured	345	1	04e7efd5838f4a9ba7efd5838f8a9ba7
C3	measured	measured	346	1	e9aba75daa9d4c85aba75daa9dac85f9
C3	measured	measured	347	1	2413cf8ac73f4b7893cf8ac73f0b781e
C3	measured	measured	348	1	60862ddddfaa4e10862ddddfaaee107d
C3	measured	measured	349	1	5437e69b9a5d46efb7e69b9a5d66efd6
C3	measured	measured	350	1	5e054ac9ffd34a82854ac9ffd33a824e
C3	measured	measured	351	1	dcfca252f9a54390bca252f9a5e39091
C3	measured	measured	352	1	04d57046d59e4542957046d59ef542b5
C3	measured	measured	353	1	eaa47141cfc548ffa47141cfc5c8ff11
C3	measured	measured	354	1	14b8e30eab6b4526b8e30eab6b352645
C3	measured	measured	355	1	f730bd8e46da4abfb0bd8e46daeabf4c
C3	measured	measured	356	1	2c20229a50464561a0229a5046d56192
C3	measured	measured	357	1	85e4491f04614e43a4491f04618e430b
C3	measured	measured	358	1	023f6248c5974964bf6248c59749640d
C3	measured	measured	359	1	39360df1aac24603b60df1aac2a603cd
C3	measured	measured	360	1	8321c7f470bf42cda1c7f470bf22cda1
C3	measured	measured	361	1	c6ff4b406ffc4239bf4b406ffc123952
C3	measured	measured	362	1	ae09caa87a1b4a9c89caa87a1baa9cf0
C3	measured	measured	363	1	4b0aeec6abca4e048aeec6abca5e0406
C3	measured	measured	364	1	d321e79002494783a1e7900249678367
C3	measured	measured	365	1	1e37f25092284b44b7f25092281b4436
C3	measured	measured	366	1	7e8271588849451e8271588849951e6d
C3	measured	measured	367	1	8e0bc2d7d9034d6c8bc2d7d9032d6cf8
C3	measured	measured	368	1	e29a9016f4454c979a9016f445cc9723
C3	measured	measured	369	1	567222fc6a404852b222fc6a40785259
C3	measured	measured	370	1	20a4d9ec1caa4da8a4d9ec1caa5da88d
C3	measured	measured	371	1	18095da296674d04895da29667ed04c4
C3	measured	measured	372	1	cd0cd7e463544c1d8cd7e463549c1d2a
C3	measured	measured	373	1	ab99bf2461c245c399bf2461c225c348
C3	measured	measured	374	1	8209c4947d16449789c4947d162497e1
C3	measured	measured	375	1	35146cb5139b4157946cb5139b3157ef
C3	measured	measured	376	1	815b25d82aef494f9b25d82aef494f2d
C3	measured	measured	377	1	0550a40dffc0422e90a40dffc0122e8e
C3	measured	measured	378	1	fa4fe060873f49928fe060873f59922e
C3	measured	measured	379	1	627315d4d3224569b315d4d322056935
C3	measured	measured	380	1	91dad7cfeecd45e89ad7cfeecd15e8a5
C3	measured	measured	381	1	ed0e4d4c8ac64d688e4d4c8ac67d685c
C3	measured	measured	382	1	4625519c80384e23a5519c80388e23c1
C3	measured	measured	383	1	3fa69f09d24b44e0a69f09d24b14e042
C3	measured	measured	384	1	68313b94fd8e4a0fb13b94fd8eba0fa8
C3	measured	measured	385	1	36074ddb6d5f40f6874ddb6d5f60f6e8
C3	measured	measured	386	1	7c680c6b641546dda80c6b6415a6dd76
C3	measured	measured	387	1	35c5a8ff4b514cf285a8ff4b517cf22f
C3	measured	measured	388	1	c10d25c0b91442d78d25c0b91482d703
C3	measured	measured	389	1	cbff2efa27b24d57bf2efa27b25d57c6
C3	measured	measured	390	1	c88bc6893e284ec98bc6893e28aec9b6
C3	measured	measured	391	1	4d421ad876d4461b821ad876d4361b38
C3	measured	measured	392	1	074fe44b649b43fc8fe44b649bb3fc86
C3	measured	measured	393	1	4089139d7595448e89139d7595048e92
C3	measured	measured	394	1	fd7aef8a4faf4f48baef8a4faf5f488d
C3	measured	measured	395	1	0892643a1b944c2d92643a1b94cc2d64
C3	measured	measured	396	1	75960842db994177960842db99717720
C3	measured	measured	397	1	266e649330c847c2ae649330c837c24d
C3	measured	measured	398	1	6a5e698953b941229e698953b97122f7
C3	measured	measured	399	1	4293f54b05a049c993f54b05a0e9c93e
C3	measured	measured	400	1	dff9b92382144fa4b9b92382144fa4df
