schema_version	experiment_id	segment_id	phase	event_code	expected_request_count	recovered_request_count	missing_request_count	coverage_fraction	source_occurrence_count	canonical_distinct_occurrence_count	duplicate_request_count	coverage_status	coverage_reason	selection_rule
native-openwhisk-event-coverage-v1	C3	measured	measured	OW120	700	700	0	1.000000	700	700	0	complete	direct_marker_complete	collapse exact mirrored markers; preserve distinct timestamps; earliest direct occurrence is primary
native-openwhisk-event-coverage-v1	C3	measured	measured	OW150	700	700	0	1.000000	700	700	0	complete	direct_marker_complete	collapse exact mirrored markers; preserve distinct timestamps; earliest direct occurrence is primary
native-openwhisk-event-coverage-v1	C3	measured	measured	OW260	700	700	0	1.000000	700	700	0	complete	direct_marker_complete	collapse exact mirrored markers; preserve distinct timestamps; earliest direct occurrence is primary
native-openwhisk-event-coverage-v1	C3	measured	measured	OW300	700	700	0	1.000000	1399	1399	699	complete	direct_marker_complete	collapse exact mirrored markers; preserve distinct timestamps; earliest direct occurrence is primary
native-openwhisk-event-coverage-v1	C3	measured	measured	OW310	700	700	0	1.000000	1400	700	0	complete	direct_marker_complete	collapse exact mirrored markers; preserve distinct timestamps; earliest direct occurrence is primary
native-openwhisk-event-coverage-v1	C3	measured	measured	OW800	700	700	0	1.000000	1400	700	0	complete	direct_marker_complete	collapse exact mirrored markers; preserve distinct timestamps; earliest direct occurrence is primary
