schema_version	profile	workload_id	expected_count	submitted_count	terminal_success_count	output_verified_count	store_ack_count	warm_eligible_count	init_excluded_count	selected_warm_count	target_warm_samples	warm_target_status	low_contention_filter_status	same_worker_concurrent_excluded_count	same_worker_concurrent_excluded_fraction	workload_compute_overlap_diagnostic_count	unique_warm_container_count	measured_request_bytes	measured_result_json_bytes	latency_primary_statistic	latency_ci_method	full_flow_mean_ms	full_flow_ci95_low_ms	full_flow_ci95_high_ms	full_flow_p50_ms	full_flow_p95_ms	blocking_p50_ms	blocking_p95_ms	blocking_mean_ms	blocking_ci95_low_ms	blocking_ci95_high_ms	workload_mean_ms	workload_ci95_low_ms	workload_ci95_high_ms	workload_p50_ms	workload_p95_ms	wait_p50_ms	wait_p95_ms	wait_mean_ms	wait_ci95_low_ms	wait_ci95_high_ms	wait_first_quartile_p50_ms	wait_last_quartile_p50_ms	queue_buildup_status	completion_rate_per_sec	quality_gate_status	artifact_classification	acceptance_status
c5-summary-v1	reusable-concurrency	dynamic-html-derived-v1	300	300	300	300	300	298	2	106	100	met	applied	193	0.6433333333333333	186	1	1024	4096	sample_mean_with_two_sided_student_t_95_ci	student_t_df_n_minus_1	844.3198612830189	835.2680452818176	853.3716772842201	843.1200315	923.312388	837.285137	919.7822535	837.2675609622642	828.0602443847714	846.4748775397569	770.5482925566038	761.5238270968374	779.5727580163701	776.364588	851.24008625	21.0	38.0	22.433962264150942	21.057705056301547	23.810219472000338	24.0	18.0	no_sustained_buildup	1.0598566683724806	pass	diagnostic_candidate	not_reviewed
