schema_version	profile	workload_id	expected_count	submitted_count	terminal_success_count	output_verified_count	store_ack_count	warm_eligible_count	init_excluded_count	selected_warm_count	target_warm_samples	warm_target_status	low_contention_filter_status	worker_mapping_entry_count	unique_measured_worker_count	unique_measured_container_count	same_worker_concurrent_excluded_count	same_worker_concurrent_excluded_fraction	workload_compute_overlap_diagnostic_count	unique_warm_container_count	measured_request_bytes	measured_result_json_bytes	latency_primary_statistic	latency_ci_method	full_flow_mean_ms	full_flow_ci95_low_ms	full_flow_ci95_high_ms	full_flow_p50_ms	full_flow_p95_ms	blocking_p50_ms	blocking_p95_ms	blocking_mean_ms	blocking_ci95_low_ms	blocking_ci95_high_ms	workload_mean_ms	workload_ci95_low_ms	workload_ci95_high_ms	workload_p50_ms	workload_p95_ms	wait_p50_ms	wait_p95_ms	wait_mean_ms	wait_ci95_low_ms	wait_ci95_high_ms	wait_first_quartile_p50_ms	wait_last_quartile_p50_ms	queue_buildup_status	completion_rate_per_sec	quality_gate_status	artifact_classification	acceptance_status
c5-summary-v1	asyncs	compression-derived-random256k-level6-v1	300	300	300	300	300	300	0	95	100	below_target_advisory	applied	15	2	3	205	0.6833333333333333	unavailable_cross_process_clock_domain	2	1024	4096	sample_mean_with_two_sided_student_t_95_ci	student_t_df_n_minus_1	275.9780909473684	268.67949212264966	283.27668977208714	270.9126	290.20331269999997	264.694986	285.0757791	269.277834431579	262.12741856274386	276.4282503004141	168.94538143157894	168.4185616892341	169.47220117392376	168.476972	169.8085773	9.0	20.0	14.210526315789474	7.437060309137801	20.983992322441146	8.0	10.0	no_sustained_buildup	2.643345223488589	pass	diagnostic_candidate	not_reviewed
