schema_version	block_id	topology	window	steady_selector	child_count	round_ids	measured_top_refs	measured_openwhisk_refs	q_r_values	profile_qr_max	failed_total	missing_total	maximum_observed_overlap	all_expected_node_coverage	all_profile_ready_3x4	all_steady_no_cold_start	classification_recommendation
c1-native-3x4-supplement-block-v1	C1-N0-SUPPLEMENTAL-3X4	3_workers_x_4_action_bound_slots	20	fixed 10s ending at first latched plateau stop	3	329_native-c1-topology-3x4-w20-formal-child1,330_native-c1-topology-3x4-w20-formal-child2,331_native-c1-topology-3x4-w20-formal-child3	954e8d54d0bd5387714a5fff77f61615f2379580	fbd9ada852ba4943e2e015d9d89e1e5a8941ef5c	195.300000,215.600000,215.800000	215.800000	0	0	4	true	true	true	candidate
