schema_version	block_id	window	expected_node_count	expected_prewarm_total	execution_cap_per_node	child_count	candidate_child_count	round_ids	submitted_total	completed_total	failed_total	missing_total	unused_candidate_tail_total	child_steady_completion_qps	profile_representative_qps_policy	profile_representative_qps	all_execution_node_coverage	all_profile_ready_topology	all_overlap_within_cap	all_steady_no_new_or_cold	classification_recommendation
c1-a0-asyncs-supplemental-block-v1	C1-A0-SUPPLEMENTAL-3X4	20	3	12	4	3	3	326_asyncs-c1-topology-3x4-w20-formal-child1,327_asyncs-c1-topology-3x4-w20-formal-child2,328_asyncs-c1-topology-3x4-w20-formal-child3	9547	9547	0	0	290453	164.500000,158.100000,175.300000	max_independent_child_q_r	175.300000	true	true	true	true	candidate
