source_round	source_collection	profile	phase	artifact_size_bytes	fresh_group	lifecycle	logical_request_id	request_rid	action_revision	measurement_sequence	activation_attempt	activation_id	client_start_unix_ns	client_end_unix_ns	client_elapsed_ms	blocking_http_status	activation_get_http_status	platform_duration_ms	platform_start_ms	platform_end_ms	terminal_success	outcome	retry_disposition	measurement_role	failure_summary	aggregate_selection_status
374	374_c2-reusable-concurrency-16m-child-g001-g004	reusable-concurrency	revision_rotation_fresh	16777216	1	fresh_first_use	s16777216-g001-fresh	64a6a5f8dd7868b37046aca436220a746ca71d0855b712fb5850415f98249c9f	0.0.1@1785077326622	1	1	c7302ff5e84848d2b02ff5e848e8d25c	1785077330222109410	1785077340209236949	9987.127907	500	200	0	1785077339658	1785077339658	false	queue_endpoint_prediction_race	retry_once	excluded_prediction_race	The activation has not been processed: failed to get the queue endpoint.	selected
374	374_c2-reusable-concurrency-16m-child-g001-g004	reusable-concurrency	revision_rotation_fresh	16777216	1	fresh_first_use	s16777216-g001-fresh	64a6a5f8dd7868b37046aca436220a746ca71d0855b712fb5850415f98249c9f	0.0.1@1785077326622	1	2	f2fa68ec0f0b4fb3ba68ec0f0b0fb324	1785077340561336363	1785077352338570687	11777.234275	200	200	1068	1785077351147	1785077352215	true	execution_path_accepted	not_applicable	measured_logical_request		selected
374	374_c2-reusable-concurrency-16m-child-g001-g004	reusable-concurrency	revision_rotation_warm	16777216	1	warm_followup	s16777216-g001-warm1	fdc045162fcfa58af3429f565a78a87098aa3684d45c90e1afe93f139407b2d9	0.0.1@1785077326622	2	1	1cfc22a273374808bc22a27337180803	1785077352405231292	1785077352576039392	170.808066	200	200	84	1785077352478	1785077352562	true	execution_path_accepted	not_applicable	measured_logical_request		selected
374	374_c2-reusable-concurrency-16m-child-g001-g004	reusable-concurrency	revision_rotation_warm	16777216	1	warm_followup	s16777216-g001-warm2	4aecacdc2ef1af6bcb7970278b43639a0ac95579911c0a511e1ba2be1e5c9b7c	0.0.1@1785077326622	3	1	993c12474fa14625bc12474fa1162580	1785077352629892717	1785077352782715684	152.823453	200	200	84	1785077352685	1785077352769	true	execution_path_accepted	not_applicable	measured_logical_request		selected
374	374_c2-reusable-concurrency-16m-child-g001-g004	reusable-concurrency	revision_rotation_warm	16777216	1	warm_followup	s16777216-g001-warm3	57927943feb576ea63de81f6d8b2cfeeb8f68b8c940b59df90ab8dc2b77f8768	0.0.1@1785077326622	4	1	8a4fdeaf09a04bc58fdeaf09a0dbc5cb	1785077353086079408	1785077353221513704	135.434277	200	200	91	1785077353118	1785077353209	true	execution_path_accepted	not_applicable	measured_logical_request		selected
374	374_c2-reusable-concurrency-16m-child-g001-g004	reusable-concurrency	revision_rotation_warm	16777216	1	warm_followup	s16777216-g001-warm4	b7661444af654068aa4fd6299ccca68d78e7290f9e2fdd431c475b676aa16431	0.0.1@1785077326622	5	1	2ae8423368654e6da842336865de6dd4	1785077353537420024	1785077353671234305	133.813821	200	200	90	1785077353569	1785077353659	true	execution_path_accepted	not_applicable	measured_logical_request		selected
374	374_c2-reusable-concurrency-16m-child-g001-g004	reusable-concurrency	revision_rotation_warm	16777216	1	warm_followup	s16777216-g001-warm5	69a402e340309f531e8361b75fb227b10ba060fe6ddd7d0b88ca4f44146bf30f	0.0.1@1785077326622	6	1	8dcbc6b2a26544528bc6b2a265e452b3	1785077353709703731	1785077353837913942	128.210201	200	200	87	1785077353738	1785077353825	true	execution_path_accepted	not_applicable	measured_logical_request		selected
374	374_c2-reusable-concurrency-16m-child-g001-g004	reusable-concurrency	revision_rotation_fresh	16777216	2	fresh_first_use	s16777216-g002-fresh	6d2233a92b66f2b83f9f09b21b896aeb2c0d856d648cf389eff564caf627885c	0.0.2@1785077355282	7	1	855ecc36c79a40279ecc36c79a702763	1785077358525367809	1785077367361659162	8836.291288	200	200	1050	1785077366178	1785077367228	true	execution_path_accepted	not_applicable	measured_logical_request		selected
374	374_c2-reusable-concurrency-16m-child-g001-g004	reusable-concurrency	revision_rotation_warm	16777216	2	warm_followup	s16777216-g002-warm1	022cc3debc2a18953777c7cc3079249266d2b34176a32315b166808bb22c7ce3	0.0.2@1785077355282	8	1	29b09cf8ccdd4fb6b09cf8ccddcfb6a2	1785077367706833912	1785077367844023168	137.189375	200	200	95	1785077367739	1785077367834	true	execution_path_accepted	not_applicable	measured_logical_request		selected
374	374_c2-reusable-concurrency-16m-child-g001-g004	reusable-concurrency	revision_rotation_warm	16777216	2	warm_followup	s16777216-g002-warm2	bfb75a02a0893b39a33719365beb1cce4b8e83e2811f52d36b58f37490179dbb	0.0.2@1785077355282	9	1	b907cd20af2f454f87cd20af2fd54f52	1785077368142708119	1785077368278912647	136.204768	200	200	97	1785077368170	1785077368267	true	execution_path_accepted	not_applicable	measured_logical_request		selected
374	374_c2-reusable-concurrency-16m-child-g001-g004	reusable-concurrency	revision_rotation_warm	16777216	2	warm_followup	s16777216-g002-warm3	00bd0f98bb2dbce22f4d2f7e3bc162312900bf9726ed3886ac232962965e2fbd	0.0.2@1785077355282	10	1	807d6d5b33634217bd6d5b33631217b4	1785077368564605605	1785077368696445513	131.839840	200	200	88	1785077368592	1785077368680	true	execution_path_accepted	not_applicable	measured_logical_request		selected
374	374_c2-reusable-concurrency-16m-child-g001-g004	reusable-concurrency	revision_rotation_warm	16777216	2	warm_followup	s16777216-g002-warm4	572b0c2d515d8ccea1100f1ed8579e0221a7c3eabce34e6e9d32cdaf527e8697	0.0.2@1785077355282	11	1	edf7e46c009f4a53b7e46c009f9a5320	1785077368984757028	1785077369115449896	130.692813	200	200	90	1785077369016	1785077369106	true	execution_path_accepted	not_applicable	measured_logical_request		selected
374	374_c2-reusable-concurrency-16m-child-g001-g004	reusable-concurrency	revision_rotation_warm	16777216	2	warm_followup	s16777216-g002-warm5	e158edf9b0ef78b9b5bde8f5189187163a0782dc5616f4c78885b9317219532b	0.0.2@1785077355282	12	1	57e6fd8cb18d4abaa6fd8cb18dfabaca	1785077369146367181	1785077369275118507	128.751164	200	200	86	1785077369180	1785077369266	true	execution_path_accepted	not_applicable	measured_logical_request		selected
375	375_c2-reusable-concurrency-16m-child-g003-g003	reusable-concurrency	revision_rotation_fresh	16777216	3	fresh_first_use	s16777216-g003-fresh	c9ac6dba98c6ba1c6d0a4430c67aa9cfe9052b5aa5b23f9cdf33806155de2018	0.0.1@1785085981864	1	1	91713a2dc3bd40f5b13a2dc3bdd0f557	1785085985318818549	1785085995456054029	10137.235594	500	200	0	1785085994917	1785085994917	false	queue_endpoint_prediction_race	retry_once	excluded_prediction_race	The activation has not been processed: failed to get the queue endpoint.	selected
375	375_c2-reusable-concurrency-16m-child-g003-g003	reusable-concurrency	revision_rotation_fresh	16777216	3	fresh_first_use	s16777216-g003-fresh	c9ac6dba98c6ba1c6d0a4430c67aa9cfe9052b5aa5b23f9cdf33806155de2018	0.0.1@1785085981864	1	2	0c793e03529f4c58b93e03529f1c58aa	1785085995553642133	1785086006977950145	11424.308614	200	200	1155	1785086005718	1785086006873	true	execution_path_accepted	not_applicable	measured_logical_request		selected
375	375_c2-reusable-concurrency-16m-child-g003-g003	reusable-concurrency	revision_rotation_warm	16777216	3	warm_followup	s16777216-g003-warm1	8906e0176c9e5923780a3622b598387f30d0f0347991603afb171638305f21d1	0.0.1@1785085981864	2	1	e279b55d23b64064b9b55d23b6c06421	1785086007292797472	1785086007465930661	173.132195	200	200	85	1785086007351	1785086007436	true	execution_path_accepted	not_applicable	measured_logical_request		selected
375	375_c2-reusable-concurrency-16m-child-g003-g003	reusable-concurrency	revision_rotation_warm	16777216	3	warm_followup	s16777216-g003-warm2	8aa2e8a3e6c5de7cb9f845cc4d452a13df9001017cfc179d36e27dd35ede3cd9	0.0.1@1785085981864	3	1	6aa93cb3ba95488ba93cb3ba95388b84	1785086007499079721	1785086007631577296	132.497376	200	200	80	1785086007540	1785086007620	true	execution_path_accepted	not_applicable	measured_logical_request		selected
375	375_c2-reusable-concurrency-16m-child-g003-g003	reusable-concurrency	revision_rotation_warm	16777216	3	warm_followup	s16777216-g003-warm3	75a6872747f44f9432c1f7c27c8838d32726c13139ab54067f7047155c54b140	0.0.1@1785085981864	4	1	6fd2befd0355436592befd0355c365b4	1785086007945191465	1785086008095002633	149.811166	200	200	106	1785086007973	1785086008079	true	execution_path_accepted	not_applicable	measured_logical_request		selected
375	375_c2-reusable-concurrency-16m-child-g003-g003	reusable-concurrency	revision_rotation_warm	16777216	3	warm_followup	s16777216-g003-warm4	fbdfa9ea581bfd8834706bbf5e22597d6933f6651b1b83aa84328e4fa9228eff	0.0.1@1785085981864	5	1	3154b4d7c4ca4df494b4d7c4caedf451	1785086008396402888	1785086008527718069	131.315235	200	200	81	1785086008435	1785086008516	true	execution_path_accepted	not_applicable	measured_logical_request		selected
375	375_c2-reusable-concurrency-16m-child-g003-g003	reusable-concurrency	revision_rotation_warm	16777216	3	warm_followup	s16777216-g003-warm5	a45f9180b70894bc65f32f00759ff6f020c92de566fe5090ff4e38c6909a3bb8	0.0.1@1785085981864	6	1	0aa5032c89c345cea5032c89c3b5ced3	1785086008565107677	1785086008680703214	115.595089	200	200	71	1785086008600	1785086008671	true	execution_path_accepted	not_applicable	measured_logical_request		selected
376	376_c2-reusable-concurrency-16m-child-g004-g005	reusable-concurrency	revision_rotation_fresh	16777216	4	fresh_first_use	s16777216-g004-fresh	7df4c8f02f759ff96f39ea8f5720a5df16a7fb9a834f0b2e324e339adc7d317d	0.0.1@1785090852973	1	1	039563f732b14a369563f732b1ca36d4	1785090856502255395	1785090866496509265	9994.254920	200	200	1096	1785090865263	1785090866359	true	execution_path_accepted	not_applicable	measured_logical_request		selected
376	376_c2-reusable-concurrency-16m-child-g004-g005	reusable-concurrency	revision_rotation_warm	16777216	4	warm_followup	s16777216-g004-warm1	e6f3618376bd7bcac4330ffc2b954e47226dd748c97064a77b1c4202d3a5dd33	0.0.1@1785090852973	2	1	9b63f4c2669d4ab7a3f4c2669d2ab7f8	1785090866577234594	1785090866795274906	218.040160	200	200	136	1785090866641	1785090866777	true	execution_path_accepted	not_applicable	measured_logical_request		selected
376	376_c2-reusable-concurrency-16m-child-g004-g005	reusable-concurrency	revision_rotation_warm	16777216	4	warm_followup	s16777216-g004-warm2	e7023f1def47e8f2c88514df8951e19824bebb72a81df460c524e2fe1737a9c9	0.0.1@1785090852973	3	1	333e5e17c0704e85be5e17c0708e8545	1785090866831355331	1785090866982502709	151.147573	200	200	101	1785090866867	1785090866968	true	execution_path_accepted	not_applicable	measured_logical_request		selected
376	376_c2-reusable-concurrency-16m-child-g004-g005	reusable-concurrency	revision_rotation_warm	16777216	4	warm_followup	s16777216-g004-warm3	3a46898e8c201b9bfaada7bf22264addeb829901adbcf2609daa50b4f5f2f898	0.0.1@1785090852973	4	1	a0ce2ef9ecc5418f8e2ef9ecc5418f9b	1785090867027070563	1785090867185109373	158.039033	200	200	108	1785090867060	1785090867168	true	execution_path_accepted	not_applicable	measured_logical_request		selected
376	376_c2-reusable-concurrency-16m-child-g004-g005	reusable-concurrency	revision_rotation_warm	16777216	4	warm_followup	s16777216-g004-warm4	26414a029d5955640be8f95d0101009f93c848e610657fc5dc7a6daea6c2a9b5	0.0.1@1785090852973	5	1	f32172ca98a64cfaa172ca98a6dcfa41	1785090867481423213	1785090867606087896	124.664615	200	200	86	1785090867508	1785090867594	true	execution_path_accepted	not_applicable	measured_logical_request		selected
376	376_c2-reusable-concurrency-16m-child-g004-g005	reusable-concurrency	revision_rotation_warm	16777216	4	warm_followup	s16777216-g004-warm5	402d50fa2ab47ec4b7c050442346113220794325add9a3a1c0e57af3b3808dc5	0.0.1@1785090852973	6	1	59fffa6afb734706bffa6afb730706dd	1785090867639928319	1785090867767745298	127.817177	200	200	82	1785090867674	1785090867756	true	execution_path_accepted	not_applicable	measured_logical_request		selected
376	376_c2-reusable-concurrency-16m-child-g004-g005	reusable-concurrency	revision_rotation_fresh	16777216	5	fresh_first_use	s16777216-g005-fresh	824c666949390ffaa7679b116cf3614ec73f18b09ed88d6e2d65f28a781d34a5	0.0.2@1785090869946	7	1	a8473d427de64e9b873d427de66e9b5c	1785090873017558256	1785090882441739755	9424.181976	200	200	992	1785090881305	1785090882297	true	execution_path_accepted	not_applicable	measured_logical_request		selected
376	376_c2-reusable-concurrency-16m-child-g004-g005	reusable-concurrency	revision_rotation_warm	16777216	5	warm_followup	s16777216-g005-warm1	37b783ecf354e96a6a24e4023272d2ca8132c631adaddedbe3820e58f14eda9a	0.0.2@1785090869946	8	1	2d38dca28a8a497cb8dca28a8a797c29	1785090882774469024	1785090882928944527	154.475460	200	200	107	1785090882808	1785090882915	true	execution_path_accepted	not_applicable	measured_logical_request		selected
376	376_c2-reusable-concurrency-16m-child-g004-g005	reusable-concurrency	revision_rotation_warm	16777216	5	warm_followup	s16777216-g005-warm2	597bafe8ef606c82690ddbb38ac74fbea018eae967331187a5c6947a59eb3602	0.0.2@1785090869946	9	1	d4b750a4726e41b2b750a4726e81b20b	1785090882954975687	1785090883117423495	162.448140	200	200	93	1785090882999	1785090883092	true	execution_path_accepted	not_applicable	measured_logical_request		selected
376	376_c2-reusable-concurrency-16m-child-g004-g005	reusable-concurrency	revision_rotation_warm	16777216	5	warm_followup	s16777216-g005-warm3	4059f87ce06cf9c5f69792e6e976acecc1fbc8b5c52eed6f6cab149f61e74e89	0.0.2@1785090869946	10	1	d9e4c07a6fcb44e2a4c07a6fcba4e266	1785090883140270710	1785090883268767343	128.497117	200	200	84	1785090883176	1785090883260	true	execution_path_accepted	not_applicable	measured_logical_request		selected
376	376_c2-reusable-concurrency-16m-child-g004-g005	reusable-concurrency	revision_rotation_warm	16777216	5	warm_followup	s16777216-g005-warm4	371203de5e51081f7fad0147e7b57e6240f4d61d1c4d12b88069bb35ed12fd97	0.0.2@1785090869946	11	1	c25db99e388040159db99e3880f0153e	1785090883297671928	1785090883408907644	111.235600	200	200	77	1785090883323	1785090883400	true	execution_path_accepted	not_applicable	measured_logical_request		selected
376	376_c2-reusable-concurrency-16m-child-g004-g005	reusable-concurrency	revision_rotation_warm	16777216	5	warm_followup	s16777216-g005-warm5	89aa16078e14596c30ba627341bdbee990d460bfe899f512e0e8573721c7dbb5	0.0.2@1785090869946	12	1	617fa3ad8b0a49b6bfa3ad8b0ab9b61a	1785090883447099683	1785090883576562026	129.462548	200	200	74	1785090883493	1785090883567	true	execution_path_accepted	not_applicable	measured_logical_request		selected
377	377_c2-reusable-concurrency-16m-child-g006-g007	reusable-concurrency	revision_rotation_fresh	16777216	6	fresh_first_use	s16777216-g006-fresh	82b193003050aeaa17ad3f2906ea18db8a8e7cad1a9a47b09829cd8c95ccfedf	0.0.1@1785095597414	1	1	40b206d5824041a7b206d58240e1a7be	1785095601357497642	1785095618624853731	17267.356111	200	200	1046	1785095617421	1785095618467	true	execution_path_accepted	not_applicable	measured_logical_request		selected
377	377_c2-reusable-concurrency-16m-child-g006-g007	reusable-concurrency	revision_rotation_warm	16777216	6	warm_followup	s16777216-g006-warm1	aeb04d250b6b3f435d653bae5caf78a273f0cdb80c4dc2a9777d076fd54eb9da	0.0.1@1785095597414	2	1	e4082c4edab049da882c4edab069dada	1785095618703023710	1785095618855461429	152.437709	200	200	79	1785095618765	1785095618844	true	execution_path_accepted	not_applicable	measured_logical_request		selected
377	377_c2-reusable-concurrency-16m-child-g006-g007	reusable-concurrency	revision_rotation_warm	16777216	6	warm_followup	s16777216-g006-warm2	59fc2f4aecb5f940ea0898b2869687e08bd940365671d5325848838b349f755d	0.0.1@1785095597414	3	1	ad516e8610484ed5916e861048bed570	1785095618897665822	1785095619052303243	154.637508	200	200	88	1785095618945	1785095619033	true	execution_path_accepted	not_applicable	measured_logical_request		selected
377	377_c2-reusable-concurrency-16m-child-g006-g007	reusable-concurrency	revision_rotation_warm	16777216	6	warm_followup	s16777216-g006-warm3	c341b5ea020f22ba3c72fc79e5d165f7ccb5abe35c0abf6634ba1ebc264b1632	0.0.1@1785095597414	4	1	3d7d1c52cbc1437fbd1c52cbc1037f83	1785095619098562939	1785095619277469324	178.906632	200	200	116	1785095619144	1785095619260	true	execution_path_accepted	not_applicable	measured_logical_request		selected
