schema_version	profile	artifact_size_bytes	fresh_group	logical_request_id	activation_id	first_result_latency_ms	upload_duration_ms	action_fetch_duration_ms	action_fetch_status	runtime_init_duration_ms	runtime_init_status	kms_key_release_duration_ms	function_key_decap_duration_ms	cfunc_aes_gcm_duration_ms	wasm_load_duration_ms	wasm_instantiate_duration_ms	input_key_decap_duration_ms	input_aes_gcm_duration_ms	workload_core_duration_ms	output_kem_duration_ms	output_aes_gcm_duration_ms	outer_execution_duration_ms	fresh_placement_eligible	phase_evidence_status	gateway_code_queue_wait_duration_ms	gateway_code_service_duration_ms	target_code_decrypt_duration_cycles	target_code_decrypt_status	kms_key_release_status
c2-reusable-phase-breakdown-v1	reusable-concurrency	16777216	8	s16777216-g008-fresh	afee2791684b4508ae2791684b4508c6	9247.702652	5730.520879		unavailable_no_direct_event		unavailable_no_direct_event								51.944454			52.392322	true	partial_with_explicit_unavailable	0.015410	71.565025	101785195	direct_event_complete	not_applicable_profile_absent
c2-reusable-phase-breakdown-v1	reusable-concurrency	16777216	9	s16777216-g009-fresh	e805c65efdc14f4085c65efdc15f400f	7141.141285	4007.091248		unavailable_no_direct_event		unavailable_no_direct_event								50.309598			50.749049	true	partial_with_explicit_unavailable	0.013699	66.006164	116490645	direct_event_complete	not_applicable_profile_absent
