schema_version	profile	artifact_size_bytes	fresh_group	lifecycle	warm_followup_index	logical_request_id	activation_id	action_fqen	action_revision	action_identity_sha256	measurement_sequence	terminal_success	store_evidence_status	rid_status	decrypt_status	workload_status	payload_evidence_status	analysis_eligible	quality_reason	container_hostname	worker_started_this_invocation	kms_contacted	enclave_key_cache_hit	function_cache_hit	cfunc_decrypt_executed	fresh_placement_eligible	warm_reuse_eligible	client_start_unix_ns	client_end_unix_ns	first_result_latency_ms	activation_duration_ms	upload_elapsed_ms	artifact_size_observed_bytes	c_func_bytes	action_zip_bytes	action_fetch_duration_ns	action_fetch_status	runtime_init_duration_ns	runtime_init_status	function_key_decap_duration_ns	cfunc_aes_gcm_duration_ns	wasm_load_duration_ns	wasm_instantiate_duration_ns	input_key_decap_duration_ns	input_aes_gcm_duration_ns	workload_core_duration_ns	output_kem_duration_ns	output_aes_gcm_duration_ns	outer_execution_duration_ns	tsc_hz	tsc_frequency_method	phase_evidence_status	target_binding_id	scheduler_operation	scheduler_warmed	gateway_code_status	gateway_input_status	gateway_result_count	raw_wasm_sha256	code_envelope_bytes	code_envelope_payload_length	gateway_code_queue_wait_ns	gateway_code_service_ns	target_code_decrypt_duration_cycles	target_code_decrypt_status
c2-reusable-attempt-v1	reusable-concurrency	16777216	8	fresh_first_use	0	s16777216-g008-fresh	afee2791684b4508ae2791684b4508c6	/guest/c2-reusable-16m-r378-g008-g009	0.0.1@1785101528033	41c3fe1ed12bc72097e1dd75081a4f5760038c7f37316d169d291d9a5253c680	1	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:78						true	false	1785101531571729749	1785101540819432401	9247.702652	1069	5730.520879	16777216				unavailable_no_direct_event		unavailable_no_direct_event							51944454			52392322			partial_with_explicit_unavailable	78	CODE_INPUT	false	present	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216	15410	71565025	101785195	direct_event_complete
c2-reusable-attempt-v1	reusable-concurrency	16777216	8	warm_followup	1	s16777216-g008-warm1	d90048d134ad42ef8048d134ad22ef26	/guest/c2-reusable-16m-r378-g008-g009	0.0.1@1785101528033	41c3fe1ed12bc72097e1dd75081a4f5760038c7f37316d169d291d9a5253c680	2	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:78						false	true	1785101540881951189	1785101541043215593	161.264404	99	5730.520879	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50602853			52752067			partial_with_explicit_unavailable	78	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	8	warm_followup	2	s16777216-g008-warm2	1267c3d8baa3462ba7c3d8baa3e62b4c	/guest/c2-reusable-16m-r378-g008-g009	0.0.1@1785101528033	41c3fe1ed12bc72097e1dd75081a4f5760038c7f37316d169d291d9a5253c680	3	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:78						false	true	1785101541084273009	1785101541237374460	153.101451	81	5730.520879	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50120362			52756663			partial_with_explicit_unavailable	78	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	8	warm_followup	3	s16777216-g008-warm3	93c32c24fa3d4041832c24fa3d6041ef	/guest/c2-reusable-16m-r378-g008-g009	0.0.1@1785101528033	41c3fe1ed12bc72097e1dd75081a4f5760038c7f37316d169d291d9a5253c680	4	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:78						false	true	1785101541268029077	1785101541405362724	137.333647	81	5730.520879	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50968624			53710903			partial_with_explicit_unavailable	78	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	8	warm_followup	4	s16777216-g008-warm4	c0020b44e59848f2820b44e598e8f2e8	/guest/c2-reusable-16m-r378-g008-g009	0.0.1@1785101528033	41c3fe1ed12bc72097e1dd75081a4f5760038c7f37316d169d291d9a5253c680	5	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:78						false	true	1785101541440934554	1785101541585934277	144.999723	78	5730.520879	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50350177			51383664			partial_with_explicit_unavailable	78	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	8	warm_followup	5	s16777216-g008-warm5	4d42cf810ab040fc82cf810ab020fccf	/guest/c2-reusable-16m-r378-g008-g009	0.0.1@1785101528033	41c3fe1ed12bc72097e1dd75081a4f5760038c7f37316d169d291d9a5253c680	6	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:78						false	true	1785101541609241209	1785101541742957906	133.716697	80	5730.520879	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50118338			51899685			partial_with_explicit_unavailable	78	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	9	fresh_first_use	0	s16777216-g009-fresh	e805c65efdc14f4085c65efdc15f400f	/guest/c2-reusable-16m-r378-g008-g009	0.0.2@1785101543598	e7b98653acd97d20b22dc34278a769a8670c6d2a87409e18727ecc764d1a7cb6	7	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:69						true	false	1785101546553191471	1785101553694332756	7141.141285	902	4007.091248	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50309598			50749049			partial_with_explicit_unavailable	69	CODE_INPUT	false	present	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216	13699	66006164	116490645	direct_event_complete
c2-reusable-attempt-v1	reusable-concurrency	16777216	9	warm_followup	1	s16777216-g009-warm1	eb5bbda2a99c4f869bbda2a99c6f86ad	/guest/c2-reusable-16m-r378-g008-g009	0.0.2@1785101543598	e7b98653acd97d20b22dc34278a769a8670c6d2a87409e18727ecc764d1a7cb6	8	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:69						false	true	1785101553738641341	1785101553882693749	144.052408	77	4007.091248	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50784460			52039933			partial_with_explicit_unavailable	69	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	9	warm_followup	2	s16777216-g009-warm2	c8413f6bf7b74220813f6bf7b70220cf	/guest/c2-reusable-16m-r378-g008-g009	0.0.2@1785101543598	e7b98653acd97d20b22dc34278a769a8670c6d2a87409e18727ecc764d1a7cb6	9	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:69						false	true	1785101553903952093	1785101554047148517	143.196424	100	4007.091248	16777216				unavailable_no_direct_event		unavailable_no_direct_event							56121743			56649927			partial_with_explicit_unavailable	69	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
c2-reusable-attempt-v1	reusable-concurrency	16777216	9	warm_followup	3	s16777216-g009-warm3	fd14d2b02f34419b94d2b02f34219b20	/guest/c2-reusable-16m-r378-g008-g009	0.0.2@1785101543598	e7b98653acd97d20b22dc34278a769a8670c6d2a87409e18727ecc764d1a7cb6	10	true	present	match	ok	match	prepared_and_gateway_input_present	true	ok	target-binding:69						false	true	1785101554080282831	1785101554211520224	131.237393	90	4007.091248	16777216				unavailable_no_direct_event		unavailable_no_direct_event							50307879			51333815			partial_with_explicit_unavailable	69	INPUT	true	not_expected	present	0	b1dc941544c55bbfd4f0474ce4233da7f19d101354f9a5c4eb9d2e871eb994c4	16777292	16777216				not_expected_warm
