schema_version	experiment_id	segment_id	phase	event_code	expected_request_count	recovered_request_count	missing_request_count	coverage_fraction	source_occurrence_count	canonical_distinct_occurrence_count	duplicate_request_count	coverage_status	coverage_reason	selection_rule
native-openwhisk-event-coverage-v1	C2	351_native-c2-fresh-placement-size-grid-direct-events	measured	OW120	960	960	0	1.000000	960	960	0	complete	direct_marker_complete	collapse exact mirrored markers; preserve distinct timestamps; earliest direct occurrence is primary
native-openwhisk-event-coverage-v1	C2	351_native-c2-fresh-placement-size-grid-direct-events	measured	OW150	960	960	0	1.000000	960	960	0	complete	direct_marker_complete	collapse exact mirrored markers; preserve distinct timestamps; earliest direct occurrence is primary
native-openwhisk-event-coverage-v1	C2	351_native-c2-fresh-placement-size-grid-direct-events	measured	OW260	960	960	0	1.000000	960	960	0	complete	direct_marker_complete	collapse exact mirrored markers; preserve distinct timestamps; earliest direct occurrence is primary
native-openwhisk-event-coverage-v1	C2	351_native-c2-fresh-placement-size-grid-direct-events	measured	OW300	960	960	0	1.000000	1759	1759	799	complete	direct_marker_complete	collapse exact mirrored markers; preserve distinct timestamps; earliest direct occurrence is primary
native-openwhisk-event-coverage-v1	C2	351_native-c2-fresh-placement-size-grid-direct-events	measured	OW310	960	960	0	1.000000	1920	960	0	complete	direct_marker_complete	collapse exact mirrored markers; preserve distinct timestamps; earliest direct occurrence is primary
native-openwhisk-event-coverage-v1	C2	351_native-c2-fresh-placement-size-grid-direct-events	measured	OW800	960	960	0	1.000000	1920	960	0	complete	direct_marker_complete	collapse exact mirrored markers; preserve distinct timestamps; earliest direct occurrence is primary
