stage	node	container_id	container_short_id	container_hostname	name	image	image_id	memory_limit_bytes	running	oom_killed	state	physical_classification	terminal_role
after_terminal_drain	host_131215316a	f79ebc81ba3eb972acbdeb5d002601b59995cb84bcf098b8f4c42a4005fcdaae	f79ebc81ba3e	f79ebc81ba3e	wsk00_14_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	2ec1d0df28281e297af7d86b073ed865abe9e7b14ae8e2b9057a540c6e976b51	2ec1d0df2828	2ec1d0df2828	wsk00_13_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	732ae08d380d5622cdfd5bccb3cc24f671fc9015206b2de38f34b8dfd35ce238	732ae08d380d	732ae08d380d	wsk00_12_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	d7936f62f59e5b07ae15daaacd19dcb0c40eaf8207277b9c7f4337ae53eb4084	d7936f62f59e	d7936f62f59e	wsk00_11_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	4b36f2282eb1459643ccb35f66b3819b180662ecc6b82d6ab01b790a589768a9	4b36f2282eb1	4b36f2282eb1	wsk00_10_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	paused	initial_container_retained	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	743c1f0672926400ac1b382d1a3767c520a8ca2f44822b15ef6f09c5d051772d	743c1f067292	743c1f067292	wsk00_9_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	paused	initial_container_retained	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	f0ba38843b9ce5a80c8e691023bf8ffb853c6f1433c0e02d7fcafdbe5ec0005a	f0ba38843b9c	f0ba38843b9c	wsk00_8_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	paused	initial_container_retained	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	648c4f36b17064d1b71c823978e988c88be124e00916000a5efe6e742ead3288	648c4f36b170	648c4f36b170	wsk00_7_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	paused	initial_container_retained	idle_physical_container_not_execution_slot
after_terminal_drain	host_8f92d23d2a	283185bd6eeca017db5a7b8ef69d806c4959bdc14ec1012cc98cb35263886052	283185bd6eec	283185bd6eec	wsk11_13_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_8f92d23d2a	cd14b1740a541decad408c62570d8ff08ad20c16ab8c67932556e26a80a36627	cd14b1740a54	cd14b1740a54	wsk11_12_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
