schema_version	profile	workload_id	expected_count	submitted_count	terminal_success_count	output_verified_count	store_ack_count	warm_eligible_count	init_excluded_count	selected_warm_count	target_warm_samples	warm_target_status	low_contention_filter_status	worker_mapping_status	same_worker_concurrent_excluded_count	same_worker_concurrent_excluded_fraction	workload_compute_overlap_status	workload_compute_overlap_diagnostic_count	unique_warm_container_count	measured_request_bytes	measured_result_json_bytes	latency_primary_statistic	latency_ci_method	full_flow_mean_ms	full_flow_ci95_low_ms	full_flow_ci95_high_ms	full_flow_p50_ms	full_flow_p95_ms	blocking_p50_ms	blocking_p95_ms	blocking_mean_ms	blocking_ci95_low_ms	blocking_ci95_high_ms	workload_mean_ms	workload_ci95_low_ms	workload_ci95_high_ms	workload_p50_ms	workload_p95_ms	wait_p50_ms	wait_p95_ms	wait_mean_ms	wait_ci95_low_ms	wait_ci95_high_ms	wait_first_quartile_p50_ms	wait_last_quartile_p50_ms	queue_buildup_status	completion_rate_per_sec	quality_gate_status	artifact_classification	acceptance_status
c5-summary-v1	native	compression-derived-random256k-level6-v1	300	300	300	300	300	300	0	121	100	met	applied	complete_activation_db_save_invoker_join	179	0.5966666666666667	unavailable_cross_process_clock_domain		2	1024	4096	sample_mean_with_two_sided_student_t_95_ci	student_t_df_n_minus_1	55.895504826446285	51.958910415979354	59.832099236913216	51.94853	103.448341	46.208269	89.248059	50.657956347107444	47.171697300131555	54.14421539408333	5.9635522892561985	5.802779828826294	6.124324749686103	5.64031	8.15299	15.0	35.0	17.84297520661157	15.527179999383655	20.158770413839484	14.5	16.0	no_sustained_buildup	9.6867936712948	pass	diagnostic_candidate	not_reviewed
