profile	phase	artifact_size_bytes	fresh_group	lifecycle	logical_request_id	request_rid	action_revision	measurement_sequence	activation_attempt	activation_id	client_start_unix_ns	client_end_unix_ns	client_elapsed_ms	blocking_http_status	activation_get_http_status	platform_duration_ms	platform_start_ms	platform_end_ms	terminal_success	outcome	retry_disposition	measurement_role	failure_summary
reusable-concurrency	revision_rotation_fresh	16777216	8	fresh_first_use	s16777216-g008-fresh	5ffe1e274b02c593dae09ac72b98a88d92cbd69e4d4d890ba153b7e31c4f97f9	0.0.1@1785101528033	1	1	afee2791684b4508ae2791684b4508c6	1785101531571729749	1785101540819432401	9247.703321	200	200	1069	1785101539574	1785101540643	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	8	warm_followup	s16777216-g008-warm1	64b764fe4c192afc8f13908ae996122604d740e9777a3270a9555ae7df80d7ba	0.0.1@1785101528033	2	1	d90048d134ad42ef8048d134ad22ef26	1785101540881951189	1785101541043215593	161.264812	200	200	99	1785101540929	1785101541028	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	8	warm_followup	s16777216-g008-warm2	1395d8b729731b29fc4dabb6c227240f4c541987e8a79372c7f2af0ae6a33547	0.0.1@1785101528033	3	1	1267c3d8baa3462ba7c3d8baa3e62b4c	1785101541084273009	1785101541237374460	153.101527	200	200	81	1785101541132	1785101541213	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	8	warm_followup	s16777216-g008-warm3	cde55312c66ea94ff61c0dc80eb581f5ee390fe5bae71ab6b62fa8a93df7242e	0.0.1@1785101528033	4	1	93c32c24fa3d4041832c24fa3d6041ef	1785101541268029077	1785101541405362724	137.333623	200	200	81	1785101541308	1785101541389	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	8	warm_followup	s16777216-g008-warm4	7658e293e031be471515bebc7abc5111c161ca824be2a4946d561c6a80014770	0.0.1@1785101528033	5	1	c0020b44e59848f2820b44e598e8f2e8	1785101541440934554	1785101541585934277	144.999501	200	200	78	1785101541487	1785101541565	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	8	warm_followup	s16777216-g008-warm5	4a20d459e49933d8bb9a72066957fadcef90e5f69d813b3d7c617c1226e815ec	0.0.1@1785101528033	6	1	4d42cf810ab040fc82cf810ab020fccf	1785101541609241209	1785101541742957906	133.716693	200	200	80	1785101541637	1785101541717	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_fresh	16777216	9	fresh_first_use	s16777216-g009-fresh	b3a3542856364868d28df19a3ba176b51ddb1faf1b546b2ef5b24668cacf4824	0.0.2@1785101543598	7	1	e805c65efdc14f4085c65efdc15f400f	1785101546553191471	1785101553694332756	7141.141499	200	200	902	1785101552754	1785101553656	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	9	warm_followup	s16777216-g009-warm1	59e03fa74283501f252c5a769e858ae763597671af6ba1c25342d35586c25f27	0.0.2@1785101543598	8	1	eb5bbda2a99c4f869bbda2a99c6f86ad	1785101553738641341	1785101553882693749	144.052404	200	200	77	1785101553779	1785101553856	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	9	warm_followup	s16777216-g009-warm2	29c63ac141f2547c593f797dd4d82c76f82e538ed1db26cb04a8b313a856706d	0.0.2@1785101543598	9	1	c8413f6bf7b74220813f6bf7b70220cf	1785101553903952093	1785101554047148517	143.196816	200	200	100	1785101553937	1785101554037	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	9	warm_followup	s16777216-g009-warm3	e80c98a3e6c7e194b30c237d21aa19a3606574783f6621160eac55d4711e2ca0	0.0.2@1785101543598	10	1	fd14d2b02f34419b94d2b02f34219b20	1785101554080282831	1785101554211520224	131.237526	200	200	90	1785101554112	1785101554202	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	9	warm_followup	s16777216-g009-warm4	d3f55f5a8b80f40082e5e5a78dbf8afb1f0f10ff3284707caca756bd7fc897aa	0.0.2@1785101543598	11	1	056c7a47fa8f46c1ac7a47fa8fb6c1b2	1785101554245806703	1785101554465681258	219.874557	200	200	94	1785101554335	1785101554429	true	execution_path_accepted	not_applicable	measured_logical_request	
reusable-concurrency	revision_rotation_warm	16777216	9	warm_followup	s16777216-g009-warm5	741b2015dafd97ca23bfaa8e5e50e396674f337fa6443b21bc1a650e75ab8259	0.0.2@1785101543598	12	1	7c3f029874a44203bf029874a4820384	1785101554482372869	1785101554620282197	137.909615	200	200	92	1785101554510	1785101554602	true	execution_path_accepted	not_applicable	measured_logical_request	
