artifact_size_bytes	fresh_group	action_name	previous_action_revision	action_revision	request_start_unix_ns	fresh_request_end_unix_ns	request_end_unix_ns	baseline_binding_count	post_fresh_binding_count	post_measurement_binding_count	removed_container_identities_json	added_container_identities_json	status
16777216	8	c2-reusable-16m-r378-g008-g009		0.0.1@1785101528033	1785101531571725842	1785101540877661416	1785101541789545251	12	13	13	[]	"[""93c03574ab72f2a852e93905f573daf5541c6dbc986e166197866ff47aae323b""]"	request_group_complete_inventory_observed
16777216	9	c2-reusable-16m-r378-g008-g009	0.0.1@1785101528033	0.0.2@1785101543598	1785101546553187118	1785101553733437345	1785101554651539050	13	13	13	"[""b14aa12d09d7d5de3a29c60259d72d24f33050a8236f6f43aa874bd15c08b51a""]"	"[""74c8d83ed4703d27b6bfdd879ebe9606d97d8fb6d49f433f33cf8e402e160118""]"	request_group_complete_inventory_observed
