artifact_size_bytes	fresh_group	action_name	phase	poll_index	observed_unix_ns	bridge_ready_url	active	capacity	container_identities_json
16777216	8	c2-reusable-16m-r378-g008-g009	initial_baseline_idle_ready	1	1785101524755268770	http://host_131215316a:19200/ready	4	8	"[""26ae2b23bea3450bcb086cb151a6f750eebc5c1fcdccd28ef31bc189fca0f23f"",""b14aa12d09d7d5de3a29c60259d72d24f33050a8236f6f43aa874bd15c08b51a"",""d363e4451f9bfcdd86d53990c46b5a8ebac7ff1377c5acbb7602ddd7fb612a20"",""f9a1c28675470fed24d9d196261305f7d9e319a9cb00c1b9dc694425de75515a""]"
16777216	8	c2-reusable-16m-r378-g008-g009	initial_baseline_idle_ready	1	1785101524755268770	http://host_8f92d23d2a:19200/ready	4	8	"[""06232c157af57ac8ed139e24acf36dbf2b3a92accd9e6c83707ca37330dbf3a6"",""2e0b0fcfa2f0180a9c3faefa8f6c86f2a9c045488417c0f82ec8ed14858fd69f"",""3b2223f54c361e99a8013dc8f4a02b10cf8bffa4ddfa70ff2f2ac23c8072fce3"",""83b3172b72cac46fb5c513cf6664929ae09e5eb1ef10a654cec9ee8e2f8b6f24""]"
16777216	8	c2-reusable-16m-r378-g008-g009	initial_baseline_idle_ready	1	1785101524755268770	http://host_20da272088:19200/ready	4	8	"[""04b7f164e4bdc5cd8ae0959738914ea29119f30bfc9bfad6494fefc593ca6dea"",""33d206bf53cf5b1c21582818b4f45433949523a6e3d5159b5724aadf2b9c9d63"",""37c3f67735e2b407fdc3bd7a15802e735685bedc277c6fef058d0b3a0b564b42"",""3d435633185beaa616c3476941afea433a7f19b53f80f89c91d8a93c69f033b0""]"
16777216	8	c2-reusable-16m-r378-g008-g009	post_fresh	1	1785101540881845157	http://host_131215316a:19200/ready	5	8	"[""26ae2b23bea3450bcb086cb151a6f750eebc5c1fcdccd28ef31bc189fca0f23f"",""93c03574ab72f2a852e93905f573daf5541c6dbc986e166197866ff47aae323b"",""b14aa12d09d7d5de3a29c60259d72d24f33050a8236f6f43aa874bd15c08b51a"",""d363e4451f9bfcdd86d53990c46b5a8ebac7ff1377c5acbb7602ddd7fb612a20"",""f9a1c28675470fed24d9d196261305f7d9e319a9cb00c1b9dc694425de75515a""]"
16777216	8	c2-reusable-16m-r378-g008-g009	post_fresh	1	1785101540881845157	http://host_8f92d23d2a:19200/ready	4	8	"[""06232c157af57ac8ed139e24acf36dbf2b3a92accd9e6c83707ca37330dbf3a6"",""2e0b0fcfa2f0180a9c3faefa8f6c86f2a9c045488417c0f82ec8ed14858fd69f"",""3b2223f54c361e99a8013dc8f4a02b10cf8bffa4ddfa70ff2f2ac23c8072fce3"",""83b3172b72cac46fb5c513cf6664929ae09e5eb1ef10a654cec9ee8e2f8b6f24""]"
16777216	8	c2-reusable-16m-r378-g008-g009	post_fresh	1	1785101540881845157	http://host_20da272088:19200/ready	4	8	"[""04b7f164e4bdc5cd8ae0959738914ea29119f30bfc9bfad6494fefc593ca6dea"",""33d206bf53cf5b1c21582818b4f45433949523a6e3d5159b5724aadf2b9c9d63"",""37c3f67735e2b407fdc3bd7a15802e735685bedc277c6fef058d0b3a0b564b42"",""3d435633185beaa616c3476941afea433a7f19b53f80f89c91d8a93c69f033b0""]"
16777216	8	c2-reusable-16m-r378-g008-g009	post_measurement	1	1785101541794053742	http://host_131215316a:19200/ready	5	8	"[""26ae2b23bea3450bcb086cb151a6f750eebc5c1fcdccd28ef31bc189fca0f23f"",""93c03574ab72f2a852e93905f573daf5541c6dbc986e166197866ff47aae323b"",""b14aa12d09d7d5de3a29c60259d72d24f33050a8236f6f43aa874bd15c08b51a"",""d363e4451f9bfcdd86d53990c46b5a8ebac7ff1377c5acbb7602ddd7fb612a20"",""f9a1c28675470fed24d9d196261305f7d9e319a9cb00c1b9dc694425de75515a""]"
16777216	8	c2-reusable-16m-r378-g008-g009	post_measurement	1	1785101541794053742	http://host_8f92d23d2a:19200/ready	4	8	"[""06232c157af57ac8ed139e24acf36dbf2b3a92accd9e6c83707ca37330dbf3a6"",""2e0b0fcfa2f0180a9c3faefa8f6c86f2a9c045488417c0f82ec8ed14858fd69f"",""3b2223f54c361e99a8013dc8f4a02b10cf8bffa4ddfa70ff2f2ac23c8072fce3"",""83b3172b72cac46fb5c513cf6664929ae09e5eb1ef10a654cec9ee8e2f8b6f24""]"
16777216	8	c2-reusable-16m-r378-g008-g009	post_measurement	1	1785101541794053742	http://host_20da272088:19200/ready	4	8	"[""04b7f164e4bdc5cd8ae0959738914ea29119f30bfc9bfad6494fefc593ca6dea"",""33d206bf53cf5b1c21582818b4f45433949523a6e3d5159b5724aadf2b9c9d63"",""37c3f67735e2b407fdc3bd7a15802e735685bedc277c6fef058d0b3a0b564b42"",""3d435633185beaa616c3476941afea433a7f19b53f80f89c91d8a93c69f033b0""]"
16777216	9	c2-reusable-16m-r378-g008-g009	revision_baseline	1	1785101541794391479	http://host_131215316a:19200/ready	5	8	"[""26ae2b23bea3450bcb086cb151a6f750eebc5c1fcdccd28ef31bc189fca0f23f"",""93c03574ab72f2a852e93905f573daf5541c6dbc986e166197866ff47aae323b"",""b14aa12d09d7d5de3a29c60259d72d24f33050a8236f6f43aa874bd15c08b51a"",""d363e4451f9bfcdd86d53990c46b5a8ebac7ff1377c5acbb7602ddd7fb612a20"",""f9a1c28675470fed24d9d196261305f7d9e319a9cb00c1b9dc694425de75515a""]"
