schema_version	block_id	window	child_count	candidate_child_count	round_ids	submitted_total	completed_total	failed_total	missing_total	unused_candidate_tail_total	steady_completion_qps_mean	steady_completion_qps_median	steady_completion_qps_min	steady_completion_qps_max	steady_latency_p50_ms_mean	steady_latency_p50_ms_median	steady_latency_p95_ms_mean	steady_latency_p95_ms_median	steady_queue_p50_ms_mean	steady_queue_p95_ms_mean	steady_function_p50_ms_mean	steady_function_p95_ms_mean	steady_workload_p50_ms_mean	steady_workload_p95_ms_mean	maximum_observed_overlap	all_five_node_coverage	all_profile_ready_5x8	all_steady_no_new_or_cold	classification_recommendation
c1-a0-asyncs-block-v1	C1-A0	80	3	3	260_asyncs-c1-a0-sleep50-w80-child1,261_asyncs-c1-a0-sleep50-w80-child2,262_asyncs-c1-a0-sleep50-w80-child3	30312	30312	0	0	269688	417.166667	418.000000	414.400000	419.100000	158.666667	159.000000	223.666667	224.000000	52.666667	97.333333	63.645882	89.572111	50.163093	52.079604	8	true	true	true	candidate
