schema_version	block_id	window	steady_selector	child_count	candidate_child_count	round_ids	measured_top_refs	measured_openwhisk_refs	submitted_total	completed_total	failed_total	missing_total	unused_candidate_tail_total	steady_completion_qps_mean	steady_completion_qps_median	steady_completion_qps_min	steady_completion_qps_max	steady_latency_p50_ms_mean	steady_latency_p50_ms_median	steady_latency_p95_ms_mean	steady_latency_p95_ms_median	steady_queue_p50_ms_mean	steady_queue_p95_ms_mean	steady_function_p50_ms_mean	steady_function_p95_ms_mean	steady_workload_p50_ms_mean	steady_workload_p95_ms_mean	maximum_observed_overlap	all_five_node_coverage	all_profile_ready_5x8	all_steady_no_new_or_cold	classification_recommendation
c1-n0-native-block-v1	c1-n0-native-sleep50-w80-conditioned-formal-block-267-269-20260715	80	fixed 10s ending at first latched plateau stop	3	3	267_native-c1-n0-sleep50-w80-conditioned-child2,268_native-c1-n0-sleep50-w80-conditioned-child3,269_native-c1-n0-sleep50-w80-conditioned-confirmation	36e1c3b5dc188a6c32715359710dbfb39b31c41e	fbd9ada852ba4943e2e015d9d89e1e5a8941ef5c	38038	38038	0	0	261962	522.700000	521.500000	520.500000	526.100000	122.000000	122.000000	180.333333	179.000000	32.333333	80.000000	52.000000	54.000000	50.162188	50.533100	8	true	true	true	candidate
