schema_version	profile	workload_id	expected_count	submitted_count	terminal_success_count	output_verified_count	store_ack_count	warm_eligible_count	init_excluded_count	selected_warm_count	target_warm_samples	warm_target_status	low_contention_filter_status	same_worker_concurrent_excluded_count	same_worker_concurrent_excluded_fraction	workload_compute_overlap_diagnostic_count	unique_warm_container_count	measured_request_bytes	measured_result_json_bytes	latency_primary_statistic	latency_ci_method	full_flow_mean_ms	full_flow_ci95_low_ms	full_flow_ci95_high_ms	full_flow_p50_ms	full_flow_p95_ms	blocking_p50_ms	blocking_p95_ms	blocking_mean_ms	blocking_ci95_low_ms	blocking_ci95_high_ms	workload_mean_ms	workload_ci95_low_ms	workload_ci95_high_ms	workload_p50_ms	workload_p95_ms	wait_p50_ms	wait_p95_ms	wait_mean_ms	wait_ci95_low_ms	wait_ci95_high_ms	wait_first_quartile_p50_ms	wait_last_quartile_p50_ms	queue_buildup_status	completion_rate_per_sec	quality_gate_status	artifact_classification	acceptance_status
c5-summary-v1	reusable-concurrency	compression-derived-random256k-level6-v1	300	300	300	300	300	300	0	92	100	below_target_advisory	applied	208	0.6933333333333334	193	1	1024	4096	sample_mean_with_two_sided_student_t_95_ci	student_t_df_n_minus_1	549.3225932608696	540.2369731222302	558.4082133995089	548.523576	602.79052145	540.3098185	597.0722374	543.250152576087	534.1810733003524	552.3192318518215	487.90609510869564	479.4484806443952	496.3637095729961	487.7589905	537.8586076	14.0	31.0	16.66304347826087	15.013052636379294	18.31303432014245	15.0	14.0	no_sustained_buildup	1.4153070919417647	pass	diagnostic_candidate	not_reviewed
