stage	node	container_id	container_short_id	container_hostname	name	image	image_id	memory_limit_bytes	running	oom_killed	state	physical_classification	terminal_role
after_terminal_drain	host_131215316a	4b36f2282eb1459643ccb35f66b3819b180662ecc6b82d6ab01b790a589768a9	4b36f2282eb1	4b36f2282eb1	wsk00_10_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	743c1f0672926400ac1b382d1a3767c520a8ca2f44822b15ef6f09c5d051772d	743c1f067292	743c1f067292	wsk00_9_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	f0ba38843b9ce5a80c8e691023bf8ffb853c6f1433c0e02d7fcafdbe5ec0005a	f0ba38843b9c	f0ba38843b9c	wsk00_8_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	648c4f36b17064d1b71c823978e988c88be124e00916000a5efe6e742ead3288	648c4f36b170	648c4f36b170	wsk00_7_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	35c90d8ee5b1ffe0543f65bc15f6a6a02d814e6a4234da02e903ca37ec9075ad	35c90d8ee5b1	35c90d8ee5b1	wsk00_4_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	paused	initial_container_retained	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	7003bfb3916a4532f04d5dde6f8d0959e280d66a32ca44c6ab7576fc70c942bf	7003bfb3916a	7003bfb3916a	wsk00_3_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	paused	initial_container_retained	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	a072c0c675b05870f7cfd6db1632652edd3488852a67537ee193ff0b2e360e12	a072c0c675b0	a072c0c675b0	wsk00_1_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	paused	initial_container_retained	idle_physical_container_not_execution_slot
after_terminal_drain	host_131215316a	1a0d126d76c9dd3bc47315684f9a78ecbadae8ae184b6a92f175c6569e06a88e	1a0d126d76c9	1a0d126d76c9	wsk00_2_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	paused	initial_container_retained	idle_physical_container_not_execution_slot
after_terminal_drain	host_8f92d23d2a	3dab485cdd2ec6db0022a8822a59c335e47b2478d654d2a96d68aa059538dd1c	3dab485cdd2e	3dab485cdd2e	wsk11_9_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
after_terminal_drain	host_8f92d23d2a	faad6c1461be42dfc9c6792e81b695c474b195b7129f217e64170da3bb090cb0	faad6c1461be	faad6c1461be	wsk11_8_prewarm_nodejs20	host_9a77e341a3:5000/openwhisk/action-nodejs-v20:nightly	sha256:2b9dd14896d5f7a4de0efd5721c1ab5250cfc278a02615bf4ce3a098a72f0f46	268435456	true	false	running	replacement_or_new_container	idle_physical_container_not_execution_slot
