schema_version	profile	artifact_size_bytes	fresh_group	logical_request_id	activation_id	first_result_latency_ms	upload_duration_ms	action_fetch_duration_ms	action_fetch_status	runtime_init_duration_ms	runtime_init_status	kms_key_release_duration_ms	function_key_decap_duration_ms	cfunc_aes_gcm_duration_ms	wasm_load_duration_ms	wasm_instantiate_duration_ms	input_key_decap_duration_ms	input_aes_gcm_duration_ms	workload_core_duration_ms	output_kem_duration_ms	output_aes_gcm_duration_ms	outer_execution_duration_ms	fresh_placement_eligible	phase_evidence_status	gateway_code_queue_wait_duration_ms	gateway_code_service_duration_ms	target_code_decrypt_duration_cycles	target_code_decrypt_status	kms_key_release_status
c2-reusable-phase-breakdown-v1	reusable-concurrency	16777216	10	s16777216-g010-fresh	26599920922144ac999920922124ac2b	18310.484213	8065.752124		unavailable_no_direct_event		unavailable_no_direct_event								50.248764			51.573663	true	partial_with_explicit_unavailable	0.030012	65.164340	117371365	direct_event_complete	not_applicable_profile_absent
c2-reusable-phase-breakdown-v1	reusable-concurrency	16777216	11	s16777216-g011-fresh	343235032c914949b235032c91794954	7655.796991	3553.357860		unavailable_no_direct_event		unavailable_no_direct_event								52.147298			52.509828	true	partial_with_explicit_unavailable	0.012824	60.841603	134184954	direct_event_complete	not_applicable_profile_absent
