artifact_size_bytes	fresh_group	action_name	previous_action_revision	action_revision	request_start_unix_ns	fresh_request_end_unix_ns	request_end_unix_ns	baseline_binding_count	post_fresh_binding_count	post_measurement_binding_count	removed_container_identities_json	added_container_identities_json	status
16777216	12	c2-reusable-16m-r380-g012-g013		0.0.1@1785111401381	1785111405744222992	1785111424705178604	1785111425900847972	12	13	13	[]	"[""8b44da844831e4e78c234464b29fd967863e3e2f637bee3675f0c2f8c3f13530""]"	request_group_complete_inventory_observed
16777216	13	c2-reusable-16m-r380-g012-g013	0.0.1@1785111401381	0.0.2@1785111427800	1785111431084859788	1785111440337679546	1785111441184060097	13	13	13	"[""4c5ccb9268e40ec3130c068e07d3195ac8062070b44c3ef618206acf373da75f""]"	"[""81e3e88da2b67fb8e1daf074e2ff0a73c74fbf3632ad78343dd70f2af8533e45""]"	request_group_complete_inventory_observed
